split,policy,attack_scope,configuration,method,model,threshold,rows,positives,contextual_negatives,tn,fp,fn,tp,precision,recall_sensitivity,specificity,npv,f1,balanced_accuracy,mcc,false_positive_rate,predicted_positive_rate
estresse_pre_dencun_2024,sensitivity,all,a_completa,AE,AE:a_completa,q995,1101,612,489,487,2,607,5,0.7142857142857143,0.008169934640522876,0.9959100204498977,0.44515539305301643,0.01615508885298869,0.5020399775452103,0.02550514766687219,0.004089979550102263,0.006357856494096276
estresse_pre_dencun_2024,sensitivity,all,a_completa,AE,AE:a_completa,q999,1101,612,489,489,0,612,0,0.0,0.0,1.0,0.444141689373297,0.0,0.5,0.0,0.0,0.0
estresse_pre_dencun_2024,sensitivity,insertion,a_completa,AE,AE:a_completa,q990,371,247,124,124,0,233,14,1.0,0.05668016194331984,1.0,0.3473389355742297,0.10727969348659003,0.52834008097166,0.14031117958868308,0.0,0.03773584905660377
estresse_pre_dencun_2024,sensitivity,insertion,a_completa,AE,AE:a_completa,q995,371,247,124,124,0,246,1,1.0,0.004048582995951417,1.0,0.33513513513513515,0.00806451612903226,0.5020242914979757,0.036835070373951895,0.0,0.0026954177897574125
estresse_pre_dencun_2024,sensitivity,insertion,a_completa,AE,AE:a_completa,q999,371,247,124,124,0,247,0,0.0,0.0,1.0,0.33423180592991913,0.0,0.5,0.0,0.0,0.0
estresse_pre_dencun_2024,sensitivity,displacement,a_completa,AE,AE:a_completa,q990,730,365,365,359,6,360,5,0.45454545454545453,0.0136986301369863,0.9835616438356164,0.4993045897079277,0.026595744680851064,0.4986301369863013,-0.01124447575132965,0.016438356164383605,0.015068493150684932
estresse_pre_dencun_2024,sensitivity,displacement,a_completa,AE,AE:a_completa,q995,730,365,365,363,2,361,4,0.6666666666666666,0.010958904109589041,0.9945205479452055,0.5013812154696132,0.0215633423180593,0.5027397260273972,0.030344856451720224,0.005479452054794498,0.00821917808219178
estresse_pre_dencun_2024,sensitivity,displacement,a_completa,AE,AE:a_completa,q999,730,365,365,365,0,365,0,0.0,0.0,1.0,0.5,0.0,0.5,0.0,0.0,0.0
estresse_pre_dencun_2024,strict,all,a_completa,IF,IF:a_completa,q990,413,268,145,132,13,249,19,0.59375,0.0708955223880597,0.9103448275862069,0.3464566929133858,0.12666666666666665,0.49062017498713334,-0.033491812653633525,0.08965517241379306,0.0774818401937046
estresse_pre_dencun_2024,strict,all,a_completa,IF,IF:a_completa,q995,413,268,145,136,9,254,14,0.6086956521739131,0.05223880597014925,0.9379310344827586,0.3487179487179487,0.09621993127147767,0.49508492022645395,-0.02046047647952365,0.06206896551724139,0.05569007263922518
estresse_pre_dencun_2024,strict,all,a_completa,IF,IF:a_completa,q999,413,268,145,143,2,264,4,0.6666666666666666,0.014925373134328358,0.9862068965517241,0.35135135135135137,0.029197080291970802,0.5005661348430263,0.004516774911875672,0.01379310344827589,0.014527845036319613
estresse_pre_dencun_2024,strict,insertion,a_completa,IF,IF:a_completa,q990,371,247,124,124,0,228,19,1.0,0.07692307692307693,1.0,0.3522727272727273,0.14285714285714288,0.5384615384615384,0.1646144042843824,0.0,0.05121293800539083
estresse_pre_dencun_2024,strict,insertion,a_completa,IF,IF:a_completa,q995,371,247,124,124,0,233,14,1.0,0.05668016194331984,1.0,0.3473389355742297,0.10727969348659003,0.52834008097166,0.14031117958868308,0.0,0.03773584905660377
estresse_pre_dencun_2024,strict,insertion,a_completa,IF,IF:a_completa,q999,371,247,124,124,0,243,4,1.0,0.016194331983805668,1.0,0.33787465940054495,0.03187250996015936,0.5080971659919028,0.07397063203223081,0.0,0.01078167115902965
estresse_pre_dencun_2024,strict,displacement,a_completa,IF,IF:a_completa,q990,42,21,21,8,13,21,0,0.0,0.0,0.38095238095238093,0.27586206896551724,0.0,0.19047619047619047,-0.6695340634119862,0.6190476190476191,0.30952380952380953
estresse_pre_dencun_2024,strict,displacement,a_completa,IF,IF:a_completa,q995,42,21,21,12,9,21,0,0.0,0.0,0.5714285714285714,0.36363636363636365,0.0,0.2857142857142857,-0.5222329678670935,0.4285714285714286,0.21428571428571427
estresse_pre_dencun_2024,strict,displacement,a_completa,IF,IF:a_completa,q999,42,21,21,19,2,21,0,0.0,0.0,0.9047619047619048,0.475,0.0,0.4523809523809524,-0.22360679774997896,0.09523809523809523,0.047619047619047616
estresse_pre_dencun_2024,sensitivity,all,a_completa,IF,IF:a_completa,q990,1101,612,489,474,15,589,23,0.6052631578947368,0.03758169934640523,0.9693251533742331,0.44590780809031044,0.07076923076923076,0.5034534263603192,0.018799742701205158,0.030674846625766916,0.03451407811080836
estresse_pre_dencun_2024,sensitivity,all,a_completa,IF,IF:a_completa,q995,1101,612,489,479,10,597,15,0.6,0.024509803921568627,0.9795501022494888,0.4451672862453532,0.04709576138147566,0.5020299530855287,0.013541600502061211,0.020449897750511203,0.022706630336058128
estresse_pre_dencun_2024,sensitivity,all,a_completa,IF,IF:a_completa,q999,1101,612,489,487,2,608,4,0.6666666666666666,0.006535947712418301,0.9959100204498977,0.44474885844748857,0.012944983818770227,0.5012229840811581,0.016508144269328038,0.004089979550102263,0.005449591280653951
estresse_pre_dencun_2024,sensitivity,insertion,a_completa,IF,IF:a_completa,q990,371,247,124,124,0,228,19,1.0,0.07692307692307693,1.0,0.3522727272727273,0.14285714285714288,0.5384615384615384,0.1646144042843824,0.0,0.05121293800539083
estresse_pre_dencun_2024,sensitivity,insertion,a_completa,IF,IF:a_completa,q995,371,247,124,124,0,233,14,1.0,0.05668016194331984,1.0,0.3473389355742297,0.10727969348659003,0.52834008097166,0.14031117958868308,0.0,0.03773584905660377
estresse_pre_dencun_2024,sensitivity,insertion,a_completa,IF,IF:a_completa,q999,371,247,124,124,0,243,4,1.0,0.016194331983805668,1.0,0.33787465940054495,0.03187250996015936,0.5080971659919028,0.07397063203223081,0.0,0.01078167115902965
estresse_pre_dencun_2024,sensitivity,displacement,a_completa,IF,IF:a_completa,q990,730,365,365,350,15,361,4,0.21052631578947367,0.010958904109589041,0.958904109589041,0.49226441631504925,0.020833333333333332,0.484931506849315,-0.09464138436860568,0.04109589041095896,0.026027397260273973
estresse_pre_dencun_2024,sensitivity,displacement,a_completa,IF,IF:a_completa,q995,730,365,365,355,10,364,1,0.09090909090909091,0.0027397260273972603,0.9726027397260274,0.4937413073713491,0.005319148936170212,0.4876712328767123,-0.10120028176196684,0.0273972602739726,0.015068493150684932
estresse_pre_dencun_2024,sensitivity,displacement,a_completa,IF,IF:a_completa,q999,730,365,365,363,2,365,0,0.0,0.0,0.9945205479452055,0.49862637362637363,0.0,0.49726027397260275,-0.052414241836095915,0.005479452054794498,0.0027397260273972603
estresse_pre_dencun_2024,strict,all,b_completa,AE,AE:b_completa,q990,413,268,145,145,0,265,3,1.0,0.011194029850746268,1.0,0.35365853658536583,0.02214022140221402,0.5055970149253731,0.06291950584284516,0.0,0.007263922518159807
estresse_pre_dencun_2024,strict,all,b_completa,AE,AE:b_completa,q995,413,268,145,145,0,266,2,1.0,0.007462686567164179,1.0,0.35279805352798055,0.014814814814814815,0.503731343283582,0.05131102508218803,0.0,0.004842615012106538
estresse_pre_dencun_2024,strict,all,b_completa,AE,AE:b_completa,q999,413,268,145,145,0,268,0,0.0,0.0,1.0,0.35108958837772397,0.0,0.5,0.0,0.0,0.0
estresse_pre_dencun_2024,strict,insertion,b_completa,AE,AE:b_completa,q990,371,247,124,124,0,244,3,1.0,0.012145748987854251,1.0,0.33695652173913043,0.024,0.5060728744939271,0.06397334861380896,0.0,0.008086253369272238
estresse_pre_dencun_2024,strict,insertion,b_completa,AE,AE:b_completa,q995,371,247,124,124,0,245,2,1.0,0.008097165991902834,1.0,0.33604336043360433,0.01606425702811245,0.5040485829959515,0.05216319459070473,0.0,0.005390835579514825
estresse_pre_dencun_2024,strict,insertion,b_completa,AE,AE:b_completa,q999,371,247,124,124,0,247,0,0.0,0.0,1.0,0.33423180592991913,0.0,0.5,0.0,0.0,0.0
estresse_pre_dencun_2024,strict,displacement,b_completa,AE,AE:b_completa,q990,42,21,21,21,0,21,0,0.0,0.0,1.0,0.5,0.0,0.5,0.0,0.0,0.0
estresse_pre_dencun_2024,strict,displacement,b_completa,AE,AE:b_completa,q995,42,21,21,21,0,21,0,0.0,0.0,1.0,0.5,0.0,0.5,0.0,0.0,0.0
estresse_pre_dencun_2024,strict,displacement,b_completa,AE,AE:b_completa,q999,42,21,21,21,0,21,0,0.0,0.0,1.0,0.5,0.0,0.5,0.0,0.0,0.0
estresse_pre_dencun_2024,sensitivity,all,b_completa,AE,AE:b_completa,q990,1101,612,489,484,5,604,8,0.6153846153846154,0.013071895424836602,0.9897750511247444,0.44485294117647056,0.025600000000000005,0.5014234732747905,0.013095537553180957,0.010224948875255602,0.011807447774750226
estresse_pre_dencun_2024,sensitivity,all,b_completa,AE,AE:b_completa,q995,1101,612,489,489,0,608,4,1.0,0.006535947712418301,1.0,0.4457611668185962,0.012987012987012988,0.5032679738562091,0.05397658453952895,0.0,0.0036330608537693005
estresse_pre_dencun_2024,sensitivity,all,b_completa,AE,AE:b_completa,q999,1101,612,489,489,0,612,0,0.0,0.0,1.0,0.444141689373297,0.0,0.5,0.0,0.0,0.0
estresse_pre_dencun_2024,sensitivity,insertion,b_completa,AE,AE:b_completa,q990,371,247,124,124,0,244,3,1.0,0.012145748987854251,1.0,0.33695652173913043,0.024,0.5060728744939271,0.06397334861380896,0.0,0.008086253369272238
estresse_pre_dencun_2024,sensitivity,insertion,b_completa,AE,AE:b_completa,q995,371,247,124,124,0,245,2,1.0,0.008097165991902834,1.0,0.33604336043360433,0.01606425702811245,0.5040485829959515,0.05216319459070473,0.0,0.005390835579514825
estresse_pre_dencun_2024,sensitivity,insertion,b_completa,AE,AE:b_completa,q999,371,247,124,124,0,247,0,0.0,0.0,1.0,0.33423180592991913,0.0,0.5,0.0,0.0,0.0
estresse_pre_dencun_2024,sensitivity,displacement,b_completa,AE,AE:b_completa,q990,730,365,365,360,5,360,5,0.5,0.0136986301369863,0.9863013698630136,0.5,0.02666666666666666,0.5,0.0,0.013698630136986356,0.0136986301369863
estresse_pre_dencun_2024,sensitivity,displacement,b_completa,AE,AE:b_completa,q995,730,365,365,365,0,363,2,1.0,0.005479452054794521,1.0,0.5013736263736264,0.010899182561307902,0.5027397260273972,0.052414241836095915,0.0,0.0027397260273972603
estresse_pre_dencun_2024,sensitivity,displacement,b_completa,AE,AE:b_completa,q999,730,365,365,365,0,365,0,0.0,0.0,1.0,0.5,0.0,0.5,0.0,0.0,0.0
estresse_pre_dencun_2024,strict,all,b_completa,IF,IF:b_completa,q990,413,268,145,132,13,260,8,0.38095238095238093,0.029850746268656716,0.9103448275862069,0.336734693877551,0.05536332179930796,0.4700977869274318,-0.12993676340108964,0.08965517241379306,0.05084745762711865
estresse_pre_dencun_2024,strict,all,b_completa,IF,IF:b_completa,q995,413,268,145,139,6,268,0,0.0,0.0,0.9586206896551724,0.3415233415233415,0.0,0.4793103448275862,-0.16506759223400183,0.04137931034482756,0.014527845036319613
estresse_pre_dencun_2024,strict,all,b_completa,IF,IF:b_completa,q999,413,268,145,145,0,268,0,0.0,0.0,1.0,0.35108958837772397,0.0,0.5,0.0,0.0,0.0
estresse_pre_dencun_2024,strict,insertion,b_completa,IF,IF:b_completa,q990,371,247,124,124,0,239,8,1.0,0.032388663967611336,1.0,0.3415977961432507,0.06274509803921569,0.5161943319838057,0.10518505707257256,0.0,0.0215633423180593
estresse_pre_dencun_2024,strict,insertion,b_completa,IF,IF:b_completa,q995,371,247,124,124,0,247,0,0.0,0.0,1.0,0.33423180592991913,0.0,0.5,0.0,0.0,0.0
estresse_pre_dencun_2024,strict,insertion,b_completa,IF,IF:b_completa,q999,371,247,124,124,0,247,0,0.0,0.0,1.0,0.33423180592991913,0.0,0.5,0.0,0.0,0.0
estresse_pre_dencun_2024,strict,displacement,b_completa,IF,IF:b_completa,q990,42,21,21,8,13,21,0,0.0,0.0,0.38095238095238093,0.27586206896551724,0.0,0.19047619047619047,-0.6695340634119862,0.6190476190476191,0.30952380952380953
estresse_pre_dencun_2024,strict,displacement,b_completa,IF,IF:b_completa,q995,42,21,21,15,6,21,0,0.0,0.0,0.7142857142857143,0.4166666666666667,0.0,0.35714285714285715,-0.408248290463863,0.2857142857142857,0.14285714285714285
estresse_pre_dencun_2024,strict,displacement,b_completa,IF,IF:b_completa,q999,42,21,21,21,0,21,0,0.0,0.0,1.0,0.5,0.0,0.5,0.0,0.0,0.0
estresse_pre_dencun_2024,sensitivity,all,b_completa,IF,IF:b_completa,q990,1101,612,489,476,13,603,9,0.4090909090909091,0.014705882352941176,0.9734151329243353,0.4411492122335496,0.028391167192429023,0.49406050763863824,-0.04217813783067802,0.026584867075664653,0.019981834695731154
estresse_pre_dencun_2024,sensitivity,all,b_completa,IF,IF:b_completa,q995,1101,612,489,483,6,612,0,0.0,0.0,0.9877300613496932,0.4410958904109589,0.0,0.4938650306748466,-0.08281134666253082,0.012269938650306789,0.005449591280653951
estresse_pre_dencun_2024,sensitivity,all,b_completa,IF,IF:b_completa,q999,1101,612,489,489,0,612,0,0.0,0.0,1.0,0.444141689373297,0.0,0.5,0.0,0.0,0.0
estresse_pre_dencun_2024,sensitivity,insertion,b_completa,IF,IF:b_completa,q990,371,247,124,124,0,239,8,1.0,0.032388663967611336,1.0,0.3415977961432507,0.06274509803921569,0.5161943319838057,0.10518505707257256,0.0,0.0215633423180593
estresse_pre_dencun_2024,sensitivity,insertion,b_completa,IF,IF:b_completa,q995,371,247,124,124,0,247,0,0.0,0.0,1.0,0.33423180592991913,0.0,0.5,0.0,0.0,0.0
estresse_pre_dencun_2024,sensitivity,insertion,b_completa,IF,IF:b_completa,q999,371,247,124,124,0,247,0,0.0,0.0,1.0,0.33423180592991913,0.0,0.5,0.0,0.0,0.0
estresse_pre_dencun_2024,sensitivity,displacement,b_completa,IF,IF:b_completa,q990,730,365,365,352,13,364,1,0.07142857142857142,0.0027397260273972603,0.9643835616438357,0.49162011173184356,0.005277044854881266,0.48356164383561645,-0.11985625868268629,0.03561643835616435,0.019178082191780823
estresse_pre_dencun_2024,sensitivity,displacement,b_completa,IF,IF:b_completa,q995,730,365,365,359,6,365,0,0.0,0.0,0.9835616438356164,0.4958563535911602,0.0,0.4917808219178082,-0.09103456935516067,0.016438356164383605,0.00821917808219178
estresse_pre_dencun_2024,sensitivity,displacement,b_completa,IF,IF:b_completa,q999,730,365,365,365,0,365,0,0.0,0.0,1.0,0.5,0.0,0.5,0.0,0.0,0.0
estresse_pre_dencun_2024,strict,all,c_completa,AE,AE:c_completa,q990,413,268,145,144,1,267,1,0.5,0.0037313432835820895,0.993103448275862,0.35036496350364965,0.007407407407407408,0.49841739577972205,-0.021762952017617684,0.006896551724137945,0.004842615012106538
estresse_pre_dencun_2024,strict,all,c_completa,AE,AE:c_completa,q995,413,268,145,145,0,267,1,1.0,0.0037313432835820895,1.0,0.35194174757281554,0.007434944237918215,0.5018656716417911,0.036238315027301814,0.0,0.002421307506053269
estresse_pre_dencun_2024,strict,all,c_completa,AE,AE:c_completa,q999,413,268,145,145,0,268,0,0.0,0.0,1.0,0.35108958837772397,0.0,0.5,0.0,0.0,0.0
estresse_pre_dencun_2024,strict,insertion,c_completa,AE,AE:c_completa,q990,371,247,124,124,0,246,1,1.0,0.004048582995951417,1.0,0.33513513513513515,0.00806451612903226,0.5020242914979757,0.036835070373951895,0.0,0.0026954177897574125
estresse_pre_dencun_2024,strict,insertion,c_completa,AE,AE:c_completa,q995,371,247,124,124,0,246,1,1.0,0.004048582995951417,1.0,0.33513513513513515,0.00806451612903226,0.5020242914979757,0.036835070373951895,0.0,0.0026954177897574125
estresse_pre_dencun_2024,strict,insertion,c_completa,AE,AE:c_completa,q999,371,247,124,124,0,247,0,0.0,0.0,1.0,0.33423180592991913,0.0,0.5,0.0,0.0,0.0
estresse_pre_dencun_2024,strict,displacement,c_completa,AE,AE:c_completa,q990,42,21,21,20,1,21,0,0.0,0.0,0.9523809523809523,0.4878048780487805,0.0,0.47619047619047616,-0.15617376188860607,0.04761904761904767,0.023809523809523808
estresse_pre_dencun_2024,strict,displacement,c_completa,AE,AE:c_completa,q995,42,21,21,21,0,21,0,0.0,0.0,1.0,0.5,0.0,0.5,0.0,0.0,0.0
estresse_pre_dencun_2024,strict,displacement,c_completa,AE,AE:c_completa,q999,42,21,21,21,0,21,0,0.0,0.0,1.0,0.5,0.0,0.5,0.0,0.0,0.0
estresse_pre_dencun_2024,sensitivity,all,c_completa,AE,AE:c_completa,q990,1101,612,489,479,10,610,2,0.16666666666666666,0.0032679738562091504,0.9795501022494888,0.4398530762167126,0.00641025641025641,0.49140903805284897,-0.08222376682984184,0.020449897750511203,0.010899182561307902
estresse_pre_dencun_2024,sensitivity,all,c_completa,AE,AE:c_completa,q995,1101,612,489,484,5,610,2,0.2857142857142857,0.0032679738562091504,0.9897750511247444,0.4424131627056673,0.006462035541195477,0.49652151249047677,-0.04349035007569853,0.010224948875255602,0.006357856494096276
estresse_pre_dencun_2024,sensitivity,all,c_completa,AE,AE:c_completa,q999,1101,612,489,489,0,612,0,0.0,0.0,1.0,0.444141689373297,0.0,0.5,0.0,0.0,0.0
estresse_pre_dencun_2024,sensitivity,insertion,c_completa,AE,AE:c_completa,q990,371,247,124,124,0,246,1,1.0,0.004048582995951417,1.0,0.33513513513513515,0.00806451612903226,0.5020242914979757,0.036835070373951895,0.0,0.0026954177897574125
estresse_pre_dencun_2024,sensitivity,insertion,c_completa,AE,AE:c_completa,q995,371,247,124,124,0,246,1,1.0,0.004048582995951417,1.0,0.33513513513513515,0.00806451612903226,0.5020242914979757,0.036835070373951895,0.0,0.0026954177897574125
estresse_pre_dencun_2024,sensitivity,insertion,c_completa,AE,AE:c_completa,q999,371,247,124,124,0,247,0,0.0,0.0,1.0,0.33423180592991913,0.0,0.5,0.0,0.0,0.0
estresse_pre_dencun_2024,sensitivity,displacement,c_completa,AE,AE:c_completa,q990,730,365,365,355,10,364,1,0.09090909090909091,0.0027397260273972603,0.9726027397260274,0.4937413073713491,0.005319148936170212,0.4876712328767123,-0.10120028176196684,0.0273972602739726,0.015068493150684932
estresse_pre_dencun_2024,sensitivity,displacement,c_completa,AE,AE:c_completa,q995,730,365,365,360,5,364,1,0.16666666666666666,0.0027397260273972603,0.9863013698630136,0.4972375690607735,0.005390835579514825,0.49452054794520545,-0.06068971290344045,0.013698630136986356,0.00821917808219178
estresse_pre_dencun_2024,sensitivity,displacement,c_completa,AE,AE:c_completa,q999,730,365,365,365,0,365,0,0.0,0.0,1.0,0.5,0.0,0.5,0.0,0.0,0.0
estresse_pre_dencun_2024,strict,all,c_completa,IF,IF:c_completa,q990,413,268,145,135,10,250,18,0.6428571428571429,0.06716417910447761,0.9310344827586207,0.35064935064935066,0.12162162162162163,0.4990993309315491,-0.003420087848136663,0.06896551724137934,0.06779661016949153
estresse_pre_dencun_2024,strict,all,c_completa,IF,IF:c_completa,q995,413,268,145,136,9,258,10,0.5263157894736842,0.03731343283582089,0.9379310344827586,0.34517766497461927,0.06968641114982577,0.48762223365928975,-0.05640255302893188,0.06206896551724139,0.04600484261501211
estresse_pre_dencun_2024,strict,all,c_completa,IF,IF:c_completa,q999,413,268,145,144,1,266,2,0.6666666666666666,0.007462686567164179,0.993103448275862,0.35121951219512193,0.014760147601476014,0.5002830674215131,0.003182135927684123,0.006896551724137945,0.007263922518159807
estresse_pre_dencun_2024,strict,insertion,c_completa,IF,IF:c_completa,q990,371,247,124,124,0,229,18,1.0,0.0728744939271255,1.0,0.35127478753541075,0.13584905660377358,0.5364372469635628,0.15999678862715214,0.0,0.04851752021563342
estresse_pre_dencun_2024,strict,insertion,c_completa,IF,IF:c_completa,q995,371,247,124,124,0,237,10,1.0,0.04048582995951417,1.0,0.34349030470914127,0.07782101167315175,0.520242914979757,0.11792578203766979,0.0,0.026954177897574125
estresse_pre_dencun_2024,strict,insertion,c_completa,IF,IF:c_completa,q999,371,247,124,124,0,245,2,1.0,0.008097165991902834,1.0,0.33604336043360433,0.01606425702811245,0.5040485829959515,0.05216319459070473,0.0,0.005390835579514825
estresse_pre_dencun_2024,strict,displacement,c_completa,IF,IF:c_completa,q990,42,21,21,11,10,21,0,0.0,0.0,0.5238095238095238,0.34375,0.0,0.2619047619047619,-0.5590169943749475,0.47619047619047616,0.23809523809523808
estresse_pre_dencun_2024,strict,displacement,c_completa,IF,IF:c_completa,q995,42,21,21,12,9,21,0,0.0,0.0,0.5714285714285714,0.36363636363636365,0.0,0.2857142857142857,-0.5222329678670935,0.4285714285714286,0.21428571428571427
estresse_pre_dencun_2024,strict,displacement,c_completa,IF,IF:c_completa,q999,42,21,21,20,1,21,0,0.0,0.0,0.9523809523809523,0.4878048780487805,0.0,0.47619047619047616,-0.15617376188860607,0.04761904761904767,0.023809523809523808
estresse_pre_dencun_2024,sensitivity,all,c_completa,IF,IF:c_completa,q990,1101,612,489,475,14,588,24,0.631578947368421,0.0392156862745098,0.9713701431492843,0.4468485418626529,0.07384615384615385,0.5052929147118971,0.028813538886027067,0.02862985685071573,0.03451407811080836
estresse_pre_dencun_2024,sensitivity,all,c_completa,IF,IF:c_completa,q995,1101,612,489,478,11,597,15,0.5769230769230769,0.024509803921568627,0.9775051124744376,0.44465116279069766,0.04702194357366771,0.5010074581980031,0.0065932002343819145,0.02249488752556239,0.023614895549500452
estresse_pre_dencun_2024,sensitivity,all,c_completa,IF,IF:c_completa,q999,1101,612,489,487,2,609,3,0.6,0.004901960784313725,0.9959100204498977,0.4443430656934307,0.009724473257698542,0.5004059906171058,0.0060004780818258465,0.004089979550102263,0.004541326067211626
estresse_pre_dencun_2024,sensitivity,insertion,c_completa,IF,IF:c_completa,q990,371,247,124,124,0,229,18,1.0,0.0728744939271255,1.0,0.35127478753541075,0.13584905660377358,0.5364372469635628,0.15999678862715214,0.0,0.04851752021563342
estresse_pre_dencun_2024,sensitivity,insertion,c_completa,IF,IF:c_completa,q995,371,247,124,124,0,237,10,1.0,0.04048582995951417,1.0,0.34349030470914127,0.07782101167315175,0.520242914979757,0.11792578203766979,0.0,0.026954177897574125
estresse_pre_dencun_2024,sensitivity,insertion,c_completa,IF,IF:c_completa,q999,371,247,124,124,0,245,2,1.0,0.008097165991902834,1.0,0.33604336043360433,0.01606425702811245,0.5040485829959515,0.05216319459070473,0.0,0.005390835579514825
estresse_pre_dencun_2024,sensitivity,displacement,c_completa,IF,IF:c_completa,q990,730,365,365,351,14,359,6,0.3,0.01643835616438356,0.9616438356164384,0.4943661971830986,0.031168831168831165,0.489041095890411,-0.06713450866373513,0.0383561643835616,0.0273972602739726
estresse_pre_dencun_2024,sensitivity,displacement,c_completa,IF,IF:c_completa,q995,730,365,365,354,11,360,5,0.3125,0.0136986301369863,0.9698630136986301,0.4957983193277311,0.026246719160104987,0.49178082191780825,-0.05613608914238398,0.03013698630136985,0.021917808219178082
estresse_pre_dencun_2024,sensitivity,displacement,c_completa,IF,IF:c_completa,q999,730,365,365,363,2,364,1,0.3333333333333333,0.0027397260273972603,0.9945205479452055,0.49931224209078406,0.005434782608695653,0.4986301369863014,-0.02141273622895116,0.005479452054794498,0.00410958904109589
estresse_pre_dencun_2024,strict,all,b_sem_taxas_absolutas,AE,AE:b_sem_taxas_absolutas,q990,413,268,145,145,0,268,0,0.0,0.0,1.0,0.35108958837772397,0.0,0.5,0.0,0.0,0.0
estresse_pre_dencun_2024,strict,all,b_sem_taxas_absolutas,AE,AE:b_sem_taxas_absolutas,q995,413,268,145,145,0,268,0,0.0,0.0,1.0,0.35108958837772397,0.0,0.5,0.0,0.0,0.0
estresse_pre_dencun_2024,strict,all,b_sem_taxas_absolutas,AE,AE:b_sem_taxas_absolutas,q999,413,268,145,145,0,268,0,0.0,0.0,1.0,0.35108958837772397,0.0,0.5,0.0,0.0,0.0
estresse_pre_dencun_2024,strict,insertion,b_sem_taxas_absolutas,AE,AE:b_sem_taxas_absolutas,q990,371,247,124,124,0,247,0,0.0,0.0,1.0,0.33423180592991913,0.0,0.5,0.0,0.0,0.0
estresse_pre_dencun_2024,strict,insertion,b_sem_taxas_absolutas,AE,AE:b_sem_taxas_absolutas,q995,371,247,124,124,0,247,0,0.0,0.0,1.0,0.33423180592991913,0.0,0.5,0.0,0.0,0.0
estresse_pre_dencun_2024,strict,insertion,b_sem_taxas_absolutas,AE,AE:b_sem_taxas_absolutas,q999,371,247,124,124,0,247,0,0.0,0.0,1.0,0.33423180592991913,0.0,0.5,0.0,0.0,0.0
estresse_pre_dencun_2024,strict,displacement,b_sem_taxas_absolutas,AE,AE:b_sem_taxas_absolutas,q990,42,21,21,21,0,21,0,0.0,0.0,1.0,0.5,0.0,0.5,0.0,0.0,0.0
estresse_pre_dencun_2024,strict,displacement,b_sem_taxas_absolutas,AE,AE:b_sem_taxas_absolutas,q995,42,21,21,21,0,21,0,0.0,0.0,1.0,0.5,0.0,0.5,0.0,0.0,0.0
estresse_pre_dencun_2024,strict,displacement,b_sem_taxas_absolutas,AE,AE:b_sem_taxas_absolutas,q999,42,21,21,21,0,21,0,0.0,0.0,1.0,0.5,0.0,0.5,0.0,0.0,0.0
