audit_id,detection_event_id,split,detector,semantic_status,manual_label,manual_type,evidence_quality,reason_codes,notes,reviewer,reviewed_at_utc
semantic__displacement__232,232,transicao_pectra_2025,displacement,probable,provável,displacement,média,semântica_compatível|ordem_no_bloco_compatível|mesmo_pool|chamada_idêntica,"Displacement provável no evento 232: atacante no índice 13 antes da vítima no índice 14, mesmo seletor, similaridade de calldata 1.000 e pool comum 0x8ff7ab138ab68a49868f37843816145fa7bffa7f. Status atacante=1 e vítima=1. Não há efeito adverso suficiente para confirmação estrita sem evidência adicional de mempool/causalidade. Decisão produzida pelo protocolo de adjudicação assistida.",Marcelo Corni Alves,2026-09-21T00:35:06.647956+00:00
semantic__displacement__234,234,transicao_pectra_2025,displacement,probable,provável,displacement,média,semântica_compatível|ordem_no_bloco_compatível|mesmo_pool|chamada_idêntica,"Displacement provável no evento 234: atacante no índice 15 antes da vítima no índice 16, mesmo seletor, similaridade de calldata 1.000 e pool comum 0x8ff7ab138ab68a49868f37843816145fa7bffa7f. Status atacante=1 e vítima=1. Não há efeito adverso suficiente para confirmação estrita sem evidência adicional de mempool/causalidade. Decisão produzida pelo protocolo de adjudicação assistida.",Marcelo Corni Alves,2026-09-21T00:35:06.647956+00:00
semantic__displacement__235,235,transicao_pectra_2025,displacement,probable,provável,displacement,média,semântica_compatível|ordem_no_bloco_compatível|mesmo_pool|chamada_idêntica,"Displacement provável no evento 235: atacante no índice 16 antes da vítima no índice 17, mesmo seletor, similaridade de calldata 1.000 e pool comum 0x8ff7ab138ab68a49868f37843816145fa7bffa7f. Status atacante=1 e vítima=1. Não há efeito adverso suficiente para confirmação estrita sem evidência adicional de mempool/causalidade. Decisão produzida pelo protocolo de adjudicação assistida.",Marcelo Corni Alves,2026-09-21T00:35:06.647956+00:00
semantic__displacement__250,250,transicao_pectra_2025,displacement,probable,provável,displacement,média,semântica_compatível|ordem_no_bloco_compatível|mesmo_pool|chamada_idêntica,"Displacement provável no evento 250: atacante no índice 1 antes da vítima no índice 2, mesmo seletor, similaridade de calldata 1.000 e pool comum 0x474ab23b39eb84f005c754efc04d7014b5379399. Status atacante=1 e vítima=1. Não há efeito adverso suficiente para confirmação estrita sem evidência adicional de mempool/causalidade. Decisão produzida pelo protocolo de adjudicação assistida.",Marcelo Corni Alves,2026-09-21T00:35:06.647956+00:00
semantic__insertion__264,264,transicao_pectra_2025,insertion,confirmed,confirmado,insertion,média,semântica_compatível|ordem_no_bloco_compatível|mesmo_pool|múltiplos_ativos_sem_valoração,"Sandwich confirmado no evento 264: índices 41 < 42 < 43, mesmo agente nas pernas externas, pool 0x6146be494fee4c73540cb1c5f87536abf1452500 (uniswap_v3), front e vítima na mesma direção e back na direção oposta; as três transações foram executadas com sucesso. Há múltiplos ativos residuais; a rentabilidade líquida ainda exige valoração. Decisão produzida pelo protocolo de adjudicação assistida.",Marcelo Corni Alves,2026-09-21T00:35:06.647956+00:00
semantic__insertion__292,292,transicao_pectra_2025,insertion,confirmed,confirmado,insertion,média,semântica_compatível|ordem_no_bloco_compatível|mesmo_pool|múltiplos_ativos_sem_valoração,"Sandwich confirmado no evento 292: índices 14 < 15 < 16, mesmo agente nas pernas externas, pool 0xb2e9bdec5db00e64d7c683a1fcd3bdf29e04305b (uniswap_v3), front e vítima na mesma direção e back na direção oposta; as três transações foram executadas com sucesso. Há múltiplos ativos residuais; a rentabilidade líquida ainda exige valoração. Decisão produzida pelo protocolo de adjudicação assistida.",Marcelo Corni Alves,2026-09-21T00:35:06.647956+00:00
semantic__insertion__302,302,transicao_pectra_2025,insertion,confirmed,confirmado,insertion,alta,semântica_compatível|ordem_no_bloco_compatível|mesmo_pool|fluxo_econômico_compatível|weth_superior_ao_gás,"Sandwich confirmado no evento 302: índices 0 < 1 < 2, mesmo agente nas pernas externas, pool 0xc30c8b862f7de6ba5d7eaeb113c78ec6b5ded04b (uniswap_v3), front e vítima na mesma direção e back na direção oposta; as três transações foram executadas com sucesso. Superávit observável de 0.005727102 WETH após 0.000628371 ETH de gás. Decisão produzida pelo protocolo de adjudicação assistida.",Marcelo Corni Alves,2026-09-21T00:35:06.647956+00:00
semantic__displacement__306,306,transicao_pectra_2025,displacement,probable,provável,displacement,média,semântica_compatível|ordem_no_bloco_compatível|mesmo_pool,"Displacement provável no evento 306: atacante no índice 9 antes da vítima no índice 10, mesmo seletor, similaridade de calldata 0.857 e pool comum 0x77f2b57a1bbf43ad561a952049f6ae5676ef13c3. Status atacante=1 e vítima=1. Não há efeito adverso suficiente para confirmação estrita sem evidência adicional de mempool/causalidade. Decisão produzida pelo protocolo de adjudicação assistida.",Marcelo Corni Alves,2026-09-21T00:35:06.647956+00:00
semantic__insertion__337,337,transicao_pectra_2025,insertion,confirmed,confirmado,insertion,média,semântica_compatível|ordem_no_bloco_compatível|mesmo_pool|múltiplos_ativos_sem_valoração,"Sandwich confirmado no evento 337: índices 10 < 11 < 12, mesmo agente nas pernas externas, pool 0x2c36baf14229a3d4d33b8e277f7f7430745b3e8e (uniswap_v2), front e vítima na mesma direção e back na direção oposta; as três transações foram executadas com sucesso. Há múltiplos ativos residuais; a rentabilidade líquida ainda exige valoração. Decisão produzida pelo protocolo de adjudicação assistida.",Marcelo Corni Alves,2026-09-21T00:35:06.647956+00:00
semantic__insertion__357,357,transicao_pectra_2025,insertion,confirmed,confirmado,insertion,alta,semântica_compatível|ordem_no_bloco_compatível|mesmo_pool|fluxo_econômico_compatível|weth_superior_ao_gás,"Sandwich confirmado no evento 357: índices 0 < 1 < 2, mesmo agente nas pernas externas, pool 0xaaa2bb0212ec7190dc7142cd730173b0a788ec31|0xed6c2f053af48cba6cbc0958124671376f01a903 (uniswap_v2), front e vítima na mesma direção e back na direção oposta; as três transações foram executadas com sucesso. Superávit observável de 0.001842668 WETH após 0.000487268 ETH de gás. Decisão produzida pelo protocolo de adjudicação assistida.",Marcelo Corni Alves,2026-09-21T00:35:06.647956+00:00
semantic__insertion__383,383,transicao_pectra_2025,insertion,confirmed,confirmado,insertion,alta,semântica_compatível|ordem_no_bloco_compatível|mesmo_pool|fluxo_econômico_compatível|weth_superior_ao_gás,"Sandwich confirmado no evento 383: índices 24 < 25 < 26, mesmo agente nas pernas externas, pool 0x117439f6fdde9a09d28eb78759cd5c852a8653f0 (uniswap_v3), front e vítima na mesma direção e back na direção oposta; as três transações foram executadas com sucesso. Superávit observável de 0.000010797 WETH após 0.000096645 ETH de gás. Decisão produzida pelo protocolo de adjudicação assistida.",Marcelo Corni Alves,2026-09-21T00:35:06.647956+00:00
semantic__insertion__449,449,transicao_pectra_2025,insertion,confirmed,confirmado,insertion,média,semântica_compatível|ordem_no_bloco_compatível|mesmo_pool|dados_insuficientes,"Sandwich confirmado no evento 449: índices 1 < 2 < 3, mesmo agente nas pernas externas, pool 0xb2e9bdec5db00e64d7c683a1fcd3bdf29e04305b (uniswap_v3), front e vítima na mesma direção e back na direção oposta; as três transações foram executadas com sucesso. O ativo de resultado não é WETH e ainda exige valoração histórica. Decisão produzida pelo protocolo de adjudicação assistida.",Marcelo Corni Alves,2026-09-21T00:35:06.647956+00:00
semantic__insertion__488,488,transicao_pectra_2025,insertion,confirmed,confirmado,insertion,média,semântica_compatível|ordem_no_bloco_compatível|mesmo_pool|dados_insuficientes,"Sandwich confirmado no evento 488: índices 15 < 16 < 17, mesmo agente nas pernas externas, pool 0x88fcdd9cd5ee7e53ba452c45f7f704041df0b042 (uniswap_v2), front e vítima na mesma direção e back na direção oposta; as três transações foram executadas com sucesso. O ativo de resultado não é WETH e ainda exige valoração histórica. Decisão produzida pelo protocolo de adjudicação assistida.",Marcelo Corni Alves,2026-09-21T00:35:06.647956+00:00
semantic__insertion__502,502,transicao_pectra_2025,insertion,confirmed,confirmado,insertion,média,semântica_compatível|ordem_no_bloco_compatível|mesmo_pool|múltiplos_ativos_sem_valoração,"Sandwich confirmado no evento 502: índices 1 < 2 < 3, mesmo agente nas pernas externas, pool 0x0d1cfdb753f03500f5ae1f565dc3823367630061 (uniswap_v2), front e vítima na mesma direção e back na direção oposta; as três transações foram executadas com sucesso. Há múltiplos ativos residuais; a rentabilidade líquida ainda exige valoração. Decisão produzida pelo protocolo de adjudicação assistida.",Marcelo Corni Alves,2026-09-21T00:35:06.647956+00:00
semantic__displacement__569,569,transicao_pectra_2025,displacement,probable,provável,displacement,média,semântica_compatível|ordem_no_bloco_compatível|mesmo_pool,"Displacement provável no evento 569: atacante no índice 5 antes da vítima no índice 6, mesmo seletor, similaridade de calldata 0.800 e pool comum 0xd85a68d97e0ac2a0dd474e6720043e0760589ed2. Status atacante=1 e vítima=1. Não há efeito adverso suficiente para confirmação estrita sem evidência adicional de mempool/causalidade. Decisão produzida pelo protocolo de adjudicação assistida.",Marcelo Corni Alves,2026-09-21T00:35:06.647956+00:00
semantic__insertion__614,614,transicao_pectra_2025,insertion,confirmed,confirmado,insertion,média,semântica_compatível|ordem_no_bloco_compatível|mesmo_pool|múltiplos_ativos_sem_valoração,"Sandwich confirmado no evento 614: índices 30 < 31 < 32, mesmo agente nas pernas externas, pool 0x06f00544c0bc62e6db10f46d370dfccdc23d8189 (uniswap_v3), front e vítima na mesma direção e back na direção oposta; as três transações foram executadas com sucesso. Há múltiplos ativos residuais; a rentabilidade líquida ainda exige valoração. Decisão produzida pelo protocolo de adjudicação assistida.",Marcelo Corni Alves,2026-09-21T00:35:06.647956+00:00
semantic__displacement__632,632,transicao_pectra_2025,displacement,probable,provável,displacement,média,semântica_compatível|ordem_no_bloco_compatível|mesmo_pool|chamada_idêntica,"Displacement provável no evento 632: atacante no índice 2 antes da vítima no índice 3, mesmo seletor, similaridade de calldata 1.000 e pool comum 0x2b5ba71f7738ee6d3911fc6c7775efc18d393478. Status atacante=1 e vítima=1. Não há efeito adverso suficiente para confirmação estrita sem evidência adicional de mempool/causalidade. Decisão produzida pelo protocolo de adjudicação assistida.",Marcelo Corni Alves,2026-09-21T00:35:06.647956+00:00
semantic__displacement__635,635,transicao_pectra_2025,displacement,probable,provável,displacement,média,semântica_compatível|ordem_no_bloco_compatível|mesmo_pool|chamada_idêntica,"Displacement provável no evento 635: atacante no índice 4 antes da vítima no índice 5, mesmo seletor, similaridade de calldata 1.000 e pool comum 0x2b5ba71f7738ee6d3911fc6c7775efc18d393478. Status atacante=1 e vítima=1. Não há efeito adverso suficiente para confirmação estrita sem evidência adicional de mempool/causalidade. Decisão produzida pelo protocolo de adjudicação assistida.",Marcelo Corni Alves,2026-09-21T00:35:06.647956+00:00
semantic__displacement__638,638,transicao_pectra_2025,displacement,probable,provável,displacement,média,semântica_compatível|ordem_no_bloco_compatível|mesmo_pool,"Displacement provável no evento 638: atacante no índice 8 antes da vítima no índice 9, mesmo seletor, similaridade de calldata 0.857 e pool comum 0x2b5ba71f7738ee6d3911fc6c7775efc18d393478. Status atacante=1 e vítima=1. Não há efeito adverso suficiente para confirmação estrita sem evidência adicional de mempool/causalidade. Decisão produzida pelo protocolo de adjudicação assistida.",Marcelo Corni Alves,2026-09-21T00:35:06.647956+00:00
semantic__displacement__639,639,transicao_pectra_2025,displacement,probable,provável,displacement,média,semântica_compatível|ordem_no_bloco_compatível|mesmo_pool,"Displacement provável no evento 639: atacante no índice 9 antes da vítima no índice 10, mesmo seletor, similaridade de calldata 0.857 e pool comum 0x2b5ba71f7738ee6d3911fc6c7775efc18d393478. Status atacante=1 e vítima=1. Não há efeito adverso suficiente para confirmação estrita sem evidência adicional de mempool/causalidade. Decisão produzida pelo protocolo de adjudicação assistida.",Marcelo Corni Alves,2026-09-21T00:35:06.647956+00:00
semantic__displacement__640,640,transicao_pectra_2025,displacement,probable,provável,displacement,média,semântica_compatível|ordem_no_bloco_compatível|mesmo_pool,"Displacement provável no evento 640: atacante no índice 10 antes da vítima no índice 11, mesmo seletor, similaridade de calldata 0.857 e pool comum 0x2b5ba71f7738ee6d3911fc6c7775efc18d393478. Status atacante=1 e vítima=1. Não há efeito adverso suficiente para confirmação estrita sem evidência adicional de mempool/causalidade. Decisão produzida pelo protocolo de adjudicação assistida.",Marcelo Corni Alves,2026-09-21T00:35:06.647956+00:00
semantic__insertion__681,681,transicao_pectra_2025,insertion,confirmed,confirmado,insertion,média,semântica_compatível|ordem_no_bloco_compatível|mesmo_pool|múltiplos_ativos_sem_valoração,"Sandwich confirmado no evento 681: índices 8 < 9 < 10, mesmo agente nas pernas externas, pool 0xb2e9bdec5db00e64d7c683a1fcd3bdf29e04305b (uniswap_v3), front e vítima na mesma direção e back na direção oposta; as três transações foram executadas com sucesso. Há múltiplos ativos residuais; a rentabilidade líquida ainda exige valoração. Decisão produzida pelo protocolo de adjudicação assistida.",Marcelo Corni Alves,2026-09-21T00:35:06.647956+00:00
semantic__insertion__713,713,transicao_pectra_2025,insertion,confirmed,confirmado,insertion,média,semântica_compatível|ordem_no_bloco_compatível|mesmo_pool|dados_insuficientes,"Sandwich confirmado no evento 713: índices 17 < 18 < 19, mesmo agente nas pernas externas, pool 0xc93eca5db33e540e63fcaa70292f3d806425dd00 (uniswap_v2), front e vítima na mesma direção e back na direção oposta; as três transações foram executadas com sucesso. O ativo de resultado não é WETH e ainda exige valoração histórica. Decisão produzida pelo protocolo de adjudicação assistida.",Marcelo Corni Alves,2026-09-21T00:35:06.647956+00:00
semantic__insertion__725,725,transicao_pectra_2025,insertion,confirmed,confirmado,insertion,alta,semântica_compatível|ordem_no_bloco_compatível|mesmo_pool|fluxo_econômico_compatível|weth_superior_ao_gás,"Sandwich confirmado no evento 725: índices 13 < 14 < 15, mesmo agente nas pernas externas, pool 0x331399c614ca67dee86733e5a2fba40dbb16827c (uniswap_v3), front e vítima na mesma direção e back na direção oposta; as três transações foram executadas com sucesso. Superávit observável de 0.000307698 WETH após 0.000230805 ETH de gás. Decisão produzida pelo protocolo de adjudicação assistida.",Marcelo Corni Alves,2026-09-21T00:35:06.647956+00:00
semantic__insertion__747,747,transicao_pectra_2025,insertion,confirmed,confirmado,insertion,alta,semântica_compatível|ordem_no_bloco_compatível|mesmo_pool|fluxo_econômico_compatível|weth_superior_ao_gás,"Sandwich confirmado no evento 747: índices 1 < 2 < 3, mesmo agente nas pernas externas, pool 0x3150b450f8325ac4afbfa52f33ecf00232f1294e (uniswap_v3), front e vítima na mesma direção e back na direção oposta; as três transações foram executadas com sucesso. Superávit observável de 0.025022722 WETH após 0.001209165 ETH de gás. Decisão produzida pelo protocolo de adjudicação assistida.",Marcelo Corni Alves,2026-09-21T00:35:06.647956+00:00
semantic__insertion__781,781,transicao_pectra_2025,insertion,confirmed,confirmado,insertion,média,semântica_compatível|ordem_no_bloco_compatível|mesmo_pool|múltiplos_ativos_sem_valoração,"Sandwich confirmado no evento 781: índices 2 < 3 < 4, mesmo agente nas pernas externas, pool 0x27941a235804f33d81adabb2d56589c5f6ea6556|0x3150b450f8325ac4afbfa52f33ecf00232f1294e (uniswap_v3), front e vítima na mesma direção e back na direção oposta; as três transações foram executadas com sucesso. Há múltiplos ativos residuais; a rentabilidade líquida ainda exige valoração. Decisão produzida pelo protocolo de adjudicação assistida.",Marcelo Corni Alves,2026-09-21T00:35:06.647956+00:00
semantic__insertion__809,809,transicao_pectra_2025,insertion,confirmed,confirmado,insertion,média,semântica_compatível|ordem_no_bloco_compatível|mesmo_pool|múltiplos_ativos_sem_valoração,"Sandwich confirmado no evento 809: índices 0 < 1 < 2, mesmo agente nas pernas externas, pool 0xf12533a96712133d9bb97c24de5bcf52f48851bd (uniswap_v3), front e vítima na mesma direção e back na direção oposta; as três transações foram executadas com sucesso. Há múltiplos ativos residuais; a rentabilidade líquida ainda exige valoração. Decisão produzida pelo protocolo de adjudicação assistida.",Marcelo Corni Alves,2026-09-21T00:35:06.647956+00:00
semantic__insertion__877,877,transicao_pectra_2025,insertion,confirmed,confirmado,insertion,média,semântica_compatível|ordem_no_bloco_compatível|mesmo_pool|múltiplos_ativos_sem_valoração,"Sandwich confirmado no evento 877: índices 1 < 2 < 3, mesmo agente nas pernas externas, pool 0xc0a6bb3d31bb63033176edba7c48542d6b4e406d (uniswap_v2), front e vítima na mesma direção e back na direção oposta; as três transações foram executadas com sucesso. Há múltiplos ativos residuais; a rentabilidade líquida ainda exige valoração. Decisão produzida pelo protocolo de adjudicação assistida.",Marcelo Corni Alves,2026-09-21T00:35:06.647956+00:00
semantic__insertion__878,878,transicao_pectra_2025,insertion,confirmed,confirmado,insertion,média,semântica_compatível|ordem_no_bloco_compatível|mesmo_pool|múltiplos_ativos_sem_valoração,"Sandwich confirmado no evento 878: índices 83 < 84 < 85, mesmo agente nas pernas externas, pool 0x8387926ba8db63bf181862c7a9feea2baaeac57d (uniswap_v2), front e vítima na mesma direção e back na direção oposta; as três transações foram executadas com sucesso. Há múltiplos ativos residuais; a rentabilidade líquida ainda exige valoração. Decisão produzida pelo protocolo de adjudicação assistida.",Marcelo Corni Alves,2026-09-21T00:35:06.647956+00:00
semantic__displacement__912,912,transicao_pectra_2025,displacement,probable,provável,displacement,média,semântica_compatível|ordem_no_bloco_compatível|mesmo_pool,"Displacement provável no evento 912: atacante no índice 33 antes da vítima no índice 34, mesmo seletor, similaridade de calldata 0.818 e pool comum 0x57f52c9faa6d40c5163d76b8d7dd81ddb7c95434|0xe0554a476a092703abdb3ef35c80e0d76d32939f. Status atacante=1 e vítima=1. Não há efeito adverso suficiente para confirmação estrita sem evidência adicional de mempool/causalidade. Decisão produzida pelo protocolo de adjudicação assistida.",Marcelo Corni Alves,2026-09-21T00:35:06.647956+00:00
semantic__displacement__913,913,transicao_pectra_2025,displacement,probable,provável,displacement,média,semântica_compatível|ordem_no_bloco_compatível|mesmo_pool,"Displacement provável no evento 913: atacante no índice 36 antes da vítima no índice 37, mesmo seletor, similaridade de calldata 0.810 e pool comum 0x09400c5bde8e2f2e08d959ba3c7f36d514f62c9b. Status atacante=1 e vítima=1. Não há efeito adverso suficiente para confirmação estrita sem evidência adicional de mempool/causalidade. Decisão produzida pelo protocolo de adjudicação assistida.",Marcelo Corni Alves,2026-09-21T00:35:06.647956+00:00
semantic__insertion__950,950,transicao_pectra_2025,insertion,confirmed,confirmado,insertion,média,semântica_compatível|ordem_no_bloco_compatível|mesmo_pool|múltiplos_ativos_sem_valoração,"Sandwich confirmado no evento 950: índices 0 < 1 < 2, mesmo agente nas pernas externas, pool 0xc7bbec68d12a0d1830360f8ec58fa599ba1b0e9b (uniswap_v3), front e vítima na mesma direção e back na direção oposta; as três transações foram executadas com sucesso. Há múltiplos ativos residuais; a rentabilidade líquida ainda exige valoração. Decisão produzida pelo protocolo de adjudicação assistida.",Marcelo Corni Alves,2026-09-21T00:35:06.647956+00:00
semantic__insertion__973,973,transicao_pectra_2025,insertion,confirmed,confirmado,insertion,média,semântica_compatível|ordem_no_bloco_compatível|mesmo_pool|múltiplos_ativos_sem_valoração,"Sandwich confirmado no evento 973: índices 12 < 13 < 14, mesmo agente nas pernas externas, pool 0x64bb1db38086ed11296ca104f64acb4fe491c441 (uniswap_v2), front e vítima na mesma direção e back na direção oposta; as três transações foram executadas com sucesso. Há múltiplos ativos residuais; a rentabilidade líquida ainda exige valoração. Decisão produzida pelo protocolo de adjudicação assistida.",Marcelo Corni Alves,2026-09-21T00:35:06.647956+00:00
semantic__displacement__991,991,transicao_pectra_2025,displacement,probable,provável,displacement,média,semântica_compatível|ordem_no_bloco_compatível|mesmo_pool,"Displacement provável no evento 991: atacante no índice 83 antes da vítima no índice 84, mesmo seletor, similaridade de calldata 0.810 e pool comum 0x09400c5bde8e2f2e08d959ba3c7f36d514f62c9b. Status atacante=1 e vítima=1. Não há efeito adverso suficiente para confirmação estrita sem evidência adicional de mempool/causalidade. Decisão produzida pelo protocolo de adjudicação assistida.",Marcelo Corni Alves,2026-09-21T00:35:06.647956+00:00
semantic__insertion__1007,1007,transicao_pectra_2025,insertion,confirmed,confirmado,insertion,média,semântica_compatível|ordem_no_bloco_compatível|mesmo_pool|dados_insuficientes,"Sandwich confirmado no evento 1007: índices 31 < 32 < 33, mesmo agente nas pernas externas, pool 0xc0b7f8b3f857df57027d340cf101a164c3b20bb8 (uniswap_v3), front e vítima na mesma direção e back na direção oposta; as três transações foram executadas com sucesso. O ativo de resultado não é WETH e ainda exige valoração histórica. Decisão produzida pelo protocolo de adjudicação assistida.",Marcelo Corni Alves,2026-09-21T00:35:06.647956+00:00
semantic__insertion__1053,1053,transicao_pectra_2025,insertion,confirmed,confirmado,insertion,média,semântica_compatível|ordem_no_bloco_compatível|mesmo_pool|múltiplos_ativos_sem_valoração,"Sandwich confirmado no evento 1053: índices 51 < 52 < 53, mesmo agente nas pernas externas, pool 0x69fb9f0e05bbdcd9f2c74be70e40d0da537f2089 (uniswap_v3), front e vítima na mesma direção e back na direção oposta; as três transações foram executadas com sucesso. Há múltiplos ativos residuais; a rentabilidade líquida ainda exige valoração. Decisão produzida pelo protocolo de adjudicação assistida.",Marcelo Corni Alves,2026-09-21T00:35:06.647956+00:00
semantic__insertion__1179,1179,transicao_pectra_2025,insertion,confirmed,confirmado,insertion,média,semântica_compatível|ordem_no_bloco_compatível|mesmo_pool|múltiplos_ativos_sem_valoração,"Sandwich confirmado no evento 1179: índices 14 < 15 < 16, mesmo agente nas pernas externas, pool 0xc7bbec68d12a0d1830360f8ec58fa599ba1b0e9b (uniswap_v3), front e vítima na mesma direção e back na direção oposta; as três transações foram executadas com sucesso. Há múltiplos ativos residuais; a rentabilidade líquida ainda exige valoração. Decisão produzida pelo protocolo de adjudicação assistida.",Marcelo Corni Alves,2026-09-21T00:35:06.647956+00:00
