split_order,split,role,configuration,row_id,hash,block_hash,block_number,block_timestamp,date,from_address,to_address,transaction_index,transaction_type,is_type_4,ae_score,if_score,ae_percentile,if_percentile,consensus_score,ae_anomaly,if_anomaly,detection_group
1,estresse_pre_dencun_2024,historical_stress,a_completa,662499,0xdca92a326c1101997cf60dec000c8fd3b62ae79befa3c3f44ad201a26ae637ba,0x3974ac0500e572c925233fcd1de36bf783f216a77598fc1aa70e5a6ed2cef2a3,19262800,2024-02-19 15:54:59,2024-02-19,0x974a4fa696ad4ccac7e023e95606ae5249544a9e,0xadb8ab1409360bdff1f0df9f4ad604c9c26d6bb3,4,2,0,0.5500952005386353,0.6478642225265503,0.9996265049389017,0.9996661362476357,0.9996463205932686,True,True,ambos
1,estresse_pre_dencun_2024,historical_stress,a_completa,724629,0x43f2e7ded0b2421ae61c502510dfcfa950bae08b21f114f9f46c417a1886dcb6,0xfd47665bc4f9f8880d81b554c8e8968555031bf315d20ab3ce02e6d70d19b575,19271500,2024-02-20 21:10:23,2024-02-20,0xc4c162e5e2475675cf07f4c851659d0f4266c224,0x4736b02db015dcd1a57a69c889d073b100000000,2,1,0,0.3914080560207367,0.6697157025337219,0.9992902392890384,0.9999567658450176,0.9996235025670279,True,True,ambos
1,estresse_pre_dencun_2024,historical_stress,a_completa,351964,0x33ec89948756c0a54403ffffd36c6e69181c2d783c7b29111ceaf3ea3fb35f85,0xff7d61a15a7a01f55b1473ece02cd315a0ace481b2c6cd7fb985cb4f23911467,19137800,2024-02-02 02:39:11,2024-02-02,0xc4c162e5e2475675cf07f4c851659d0f4266c224,0x4736b02db015dcd1a57a69c889d073b100000000,4,1,0,0.384778767824173,0.6739668846130371,0.9992626174677995,0.9999747800762603,0.9996186987720299,True,True,ambos
1,estresse_pre_dencun_2024,historical_stress,a_completa,716042,0x843d7766425264e4379ff177f5dd02fe6e35d567bbff67c26b6a3852091ccc1a,0x375dc1f14f3654b557b8f26f9fef3c3a19c6f887985ed68c50e2e9401c4777de,18969000,2024-01-09 11:06:47,2024-01-09,0xae2fc483527b8ef99eb5d9b44875f005ba1fae13,0x6b75d8af000000e20b7a7ddf000ba900b4009a80,9,2,0,0.44907549023628235,0.6469632387161255,0.9995016062689525,0.9996373134776474,0.9995694598732999,True,True,ambos
1,estresse_pre_dencun_2024,historical_stress,a_completa,460938,0x8b2cd8e2c9b67fe80a0ad4c8f7da1f41f5148307dfa4c085944a55b09101401f,0x0c2216496169f2ea6d1b03cf6c1b7285851dfc5ad32cad51e96da06e3ba5a2a5,19304200,2024-02-25 11:08:35,2024-02-25,0xf9cafeb32467994e3affd61e30865e5ab32abe68,0x429cf888dae41d589d57f6dc685707bec755fe63,2,2,0,0.44036874175071716,0.6475839018821716,0.9994763863452127,0.99965532770889,0.9995658570270514,True,True,ambos
1,estresse_pre_dencun_2024,historical_stress,a_completa,750701,0x322aef3c2fc22307c44335f2d9f9c559d63caafedb815eed4e2d231f7be9455c,0x7d8547563159aaa8abee15c08fc6abf47a2757b2a54ce8ce40aeb5fb89a83ad0,19221700,2024-02-13 21:17:35,2024-02-13,0x888591885beeca0c45a51331cdc3846094c1a5d3,0xfed97ecc13c740666cbc59679a38b7b8f574df78,199,2,0,0.39958199858665466,0.6527597904205322,0.9993226649052752,0.9997790254300898,0.9995508451676824,True,True,ambos
1,estresse_pre_dencun_2024,historical_stress,a_completa,430874,0xa83a3942ffea112be44a104616195d3292b94de6d106a5351ebcf2c09c400b51,0xe8a62bdc8a53a3d21149db428dcd564a6d2e0dbb17c7f215f78d7a1f46acac5d,19104900,2024-01-28 12:00:47,2024-01-28,0x8e3eedf2c8655c442f0c1cc0a58160250becf03c,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,5,0,0,0.35929006338119507,0.6762538552284241,0.999106494130363,0.9999819857687573,0.9995442399495602,True,True,ambos
1,estresse_pre_dencun_2024,historical_stress,a_completa,9029,0x28593627785aa81cb149e9cb42d28b00358819833fcde28a3bd200ff9ac341a3,0x46a7f1cf9a848a0c7d22f31689cb79448110313598e3e76217b44d2dc2107279,19343300,2024-03-01 22:25:35,2024-03-01,0xc4c162e5e2475675cf07f4c851659d0f4266c224,0x4736b02db015dcd1a57a69c889d073b100000000,3,1,0,0.36347416043281555,0.6637430787086487,0.9991401206953493,0.9999195364337827,0.999529828564566,True,True,ambos
1,estresse_pre_dencun_2024,historical_stress,a_completa,51800,0xd8726be1423f3d0202a44b6d882f2b1d18cd61e992298cac82f5612efe67e0cd,0x198ca9e1158b826529b0c57c2986a9e36d332de268501d260ef0f6e0eac87c7c,19382500,2024-03-07 09:48:47,2024-03-07,0xc4c162e5e2475675cf07f4c851659d0f4266c224,0x4736b02db015dcd1a57a69c889d073b100000000,2,1,0,0.353473424911499,0.6745151281356812,0.999054853334134,0.9999795838712583,0.9995172186026962,True,True,ambos
1,estresse_pre_dencun_2024,historical_stress,a_completa,388193,0xd37b6acc928d3fb8c65a1b5d48255968afe8f8d391cc19d99033bb01494337aa,0xef83b67a2a1212e45dd4f2ba752b9329da70885362ff3008fd0337b4fd71b6e6,19049000,2024-01-20 15:33:47,2024-01-20,0xc4c162e5e2475675cf07f4c851659d0f4266c224,0x4736b02db015dcd1a57a69c889d073b100000000,5,1,0,0.35153383016586304,0.6735630035400391,0.9990368391028913,0.9999735791275107,0.999505209115201,True,True,ambos
1,estresse_pre_dencun_2024,historical_stress,a_completa,732988,0x97e11fb0fa4d80b3a1528070c2712eb2fe5025a9f82d44101f41d82f7dfc6289,0xb3dd14e74160a897721bbf3a69085756246f9a9fda2c10bff8a58caddb8b4da0,19086300,2024-01-25 21:25:59,2024-01-25,0xc4c162e5e2475675cf07f4c851659d0f4266c224,0x4736b02db015dcd1a57a69c889d073b100000000,3,1,0,0.3537905812263489,0.6605349779129028,0.9990584561803825,0.9998919146125439,0.9994751853964632,True,True,ambos
1,estresse_pre_dencun_2024,historical_stress,a_completa,815646,0xb386fc21d855de90b9febc4fd2c8b7a70efffe270d1e725f1df88dd32b6bb739,0x2d6528ed92936a7e695ef24651d18b0ca12d6b4ff317d34eff894fc9f7c05bc0,19362600,2024-03-04 15:09:59,2024-03-04,0xae2fc483527b8ef99eb5d9b44875f005ba1fae13,0x6b75d8af000000e20b7a7ddf000ba900b4009a80,2,2,0,0.3428620398044586,0.685013473033905,0.9989287537154352,0.999997598102501,0.999463175908968,True,True,ambos
1,estresse_pre_dencun_2024,historical_stress,a_completa,627695,0x94f5929f270b73a688ecd87602fd51e710ecadacf80555322a889bc30b623ac0,0xe4880b86b22aedab4800a0a12e455d0f67071778db84e41a8c51718578756f92,18926800,2024-01-03 12:22:35,2024-01-03,0x79b7a69d90c82e014bf0315e164208119b510fa0,0xc11ce44147c9f6149fbe54adb0588523c38718d7,5,1,0,0.33973070979118347,0.6744557023048401,0.9988879214579518,0.9999783829225087,0.9994331521902302,True,True,ambos
1,estresse_pre_dencun_2024,historical_stress,a_completa,271384,0xb5812fad227911fae6469b00fdb8fc75bca3300921713d584ac4da4fb0f4543c,0xf54bf2ffab21e645899dc6650a1a394ec95a299688e7e14e2b81b8e8308f7475,19242800,2024-02-16 20:22:35,2024-02-16,0xc4c162e5e2475675cf07f4c851659d0f4266c224,0x4736b02db015dcd1a57a69c889d073b100000000,1,1,0,0.3335789144039154,0.6605463027954102,0.998803855045486,0.9998931155612935,0.9993484853033897,True,True,ambos
1,estresse_pre_dencun_2024,historical_stress,a_completa,411988,0x6ad979cc4321e27156c94a7a0f14764c5d251ee7937522f0e5bc10bb3022f740,0x2dc6bade1a8ad093e5588a6419589ba34a3d08a2c51aceacf09bcf1cb284e1cb,19184700,2024-02-08 16:41:59,2024-02-08,0xac411ce0f1a294544eee0922bfdfb64459301822,0x767af52d988d1241a346851a1b39ccd11357376e,11,2,0,0.33227893710136414,0.6582551598548889,0.9987858408142433,0.9998618908938061,0.9993238658540247,True,True,ambos
1,estresse_pre_dencun_2024,historical_stress,a_completa,439910,0xf9c546be9bfb389316cd74ee55df1f8dd2756c950dabba8778ba6037064d6f8f,0xf7b82ef0af608ab4cd76a0a355876e479abde07623445116b8b845b015a88569,19013000,2024-01-15 14:53:11,2024-01-15,0xc4c162e5e2475675cf07f4c851659d0f4266c224,0x4736b02db015dcd1a57a69c889d073b100000000,3,1,0,0.32572314143180847,0.6658780574798584,0.9987065781967754,0.9999399525625244,0.99932326537965,True,True,ambos
1,estresse_pre_dencun_2024,historical_stress,a_completa,324007,0x34ea3a321d58073041b2c69c2c3174dfd91e1c23531f1d4a103f3efbf4fbc6b5,0xbca012da7ee4bcea7045c0f2fa20c9909912811f47ee39594ae49b9b1fca26e1,19384100,2024-03-07 15:09:59,2024-03-07,0xc4c162e5e2475675cf07f4c851659d0f4266c224,0x4736b02db015dcd1a57a69c889d073b100000000,8,1,0,0.31849405169487,0.6666660904884338,0.99862131083556,0.9999447563575224,0.9992830335965412,True,True,ambos
1,estresse_pre_dencun_2024,historical_stress,a_completa,740255,0x304c31856c22356c943f04f8bd242fb22da61ce2d8d3a3087e4f52a589f37d49,0x13a54dc8ceff45a595be1d1d0096678983982f469237c648c6757e7ef054ef54,19158900,2024-02-05 01:47:35,2024-02-05,0xfd5413162679fe34c1072308d5a8659573d92f3c,0x145de1595d3c10168c7f1d22d026da85e50b718c,2,2,0,0.33801960945129395,0.6481962203979492,0.998860299636713,0.9996757438376317,0.9992680217371723,True,True,ambos
1,estresse_pre_dencun_2024,historical_stress,a_completa,577074,0x4cb2de84c74233a2083cf1bb791f48ce3e93efd7c5cf88d4f5e3f3bbb7659e22,0x76d6985416becfab7a37c0c5a8f337223b65489b93b00053e27d9ad6eb717a0b,19182700,2024-02-08 09:57:47,2024-02-08,0x00000027f490acee7f11ab5fdd47209d6422c5a7,0x93ffb15d1fa91e0c320d058f00ee97f9e3c50096,2,2,0,0.3362703025341034,0.6487056612968445,0.9988386825592218,0.9996853514276278,0.9992620169934248,True,True,ambos
1,estresse_pre_dencun_2024,historical_stress,a_completa,502649,0xd39e9078f544590521f0d3d937e68e072b62b56a3fcc72b93ebae2beecbc7a06,0xc5d0464db9eaad68224ab4c901b9c8502cbe854ae03360ac0cb0df964e1cdbdd,19384700,2024-03-07 17:11:11,2024-03-07,0xff1caed83f8bf63fba66d5928350e4f1c32fa09b,0xa4a343f900b1f0afc140af985f307b53629b1bca,221,2,0,0.3799140155315399,0.6385506987571716,0.9992458041853064,0.999251808929054,0.9992488065571802,True,True,ambos
1,estresse_pre_dencun_2024,historical_stress,a_completa,333950,0xd4f91db0f30cd85387c1260825a00ba5f7b49d2b65bc23738a9876548e8e5226,0x5de06df38cfd438e9f22d4e62f0aadac3c18461fac9116494d9278bbabd35728,19370700,2024-03-05 18:16:47,2024-03-05,0x9ea431625de37dfb5f3b78941ab3acca1ff58b6e,0x881d40237659c251811cec9c364ef91dc08d300c,148,2,0,0.43748417496681213,0.6342533826828003,0.9994679797039662,0.9990056144354039,0.999236797069685,True,True,ambos
1,estresse_pre_dencun_2024,historical_stress,a_completa,715968,0xf3050fbd81bfaa7c277ccaa1c293cf6a66f8f7c5c7201f4beced24d50153e096,0x35aeb348abce199ee8e2095c830f14f25cac7b6af4174a4c5dd951cccd59deec,18956200,2024-01-07 15:51:11,2024-01-07,0x79b7a69d90c82e014bf0315e164208119b510fa0,0xc11ce44147c9f6149fbe54adb0588523c38718d7,1,1,0,0.31014034152030945,0.6774278879165649,0.9984868045756148,0.9999843876662563,0.9992355961209356,True,True,ambos
1,estresse_pre_dencun_2024,historical_stress,a_completa,793299,0xd4554977b39c113809aa98fda41eaa7332c65f8d999fc7eb35a3a9b6a6d214cb,0x15a4cb4a0d6b0da0320bfb8e0c03aefd0877de969af03bf375a704fd01bdb91b,19269300,2024-02-20 13:47:11,2024-02-20,0xf45f782c7bd9c4355c844406d5b058f50dac6752,0x4b2a0290e41623fbfeb5f6a0ea52dc261b65e29b,32,0,0,0.3092833161354065,0.6798006296157837,0.9984687903443721,0.9999891914612544,0.9992289909028133,True,True,ambos
1,estresse_pre_dencun_2024,historical_stress,a_completa,469574,0xfc365c8ad55bf21755f32a8745a65c943174a397a3c11acfccc54a53f1e6b0b9,0x6bbe1478bfdbd7574e6a1ebb8ccf03786713d0aa95141478554f8e82c0de1d02,19165600,2024-02-06 00:22:35,2024-02-06,0x7ccdb15ff25dddb23dd0efc98844e07683cd8ba6,0x7d23e5c85c9525b777ba9b317f4aa271d33b69a5,49,2,0,0.5096516609191895,0.6324862241744995,0.9995688593989251,0.9988831176629537,0.9992259885309394,True,True,ambos
1,estresse_pre_dencun_2024,historical_stress,a_completa,336106,0x6219462df009097ca4cdf85a791a9a02cb8c8c964c0763eebea4681630a0fcf5,0x36eab26a79d2e3992c311244053edfaa0bc256037477f032a5fe26aadc1065e0,19191000,2024-02-09 13:54:59,2024-02-09,0x947e690a9973cc8a57e105ca34b0bc210d6a9d83,0xdef171fe48cf0115b1d80b88dc8eab59176fee57,145,2,0,0.3139798641204834,0.6600682735443115,0.9985552586543369,0.9998859098687963,0.9992205842615667,True,True,ambos
1,estresse_pre_dencun_2024,historical_stress,a_completa,40921,0xb072cbc215f4a656cb3e52c8ef429dc31d52d3b8b83aa2b081d57e175de2c34d,0x38580b6b93f93a151bbb43267d03450a3d2c971f45cfb5e159072cb485f8b897,19251000,2024-02-18 00:00:35,2024-02-18,0x7ccdb15ff25dddb23dd0efc98844e07683cd8ba6,0x7d23e5c85c9525b777ba9b317f4aa271d33b69a5,7,2,0,0.6117697954177856,0.6302952170372009,0.9997333893776084,0.9987017744017774,0.9992175818896929,True,True,ambos
1,estresse_pre_dencun_2024,historical_stress,a_completa,461342,0xb5a48198b433ce3ae9bea68d08f926f1e1975d8c526e8aa32941608475c1fc0e,0x3afaff32b6f463ae88dbaa05b07e017ec53544e5328cd8e2833f09cff6ee4689,19371200,2024-03-05 19:57:11,2024-03-05,0xf0cf6b2af598c1f2909e148cbc5f5cc7c27b878b,0xdef1c0ded9bec7f1a1670819833240f027b25eff,20,2,0,0.31058183312416077,0.663560688495636,0.9984940102681118,0.9999171345362836,0.9992055724021978,True,True,ambos
1,estresse_pre_dencun_2024,historical_stress,a_completa,133879,0x7c0d4fc555f255e3da8f79600cdb569a9b4624fe84e0df17e28c97862d97285b,0x3afaff32b6f463ae88dbaa05b07e017ec53544e5328cd8e2833f09cff6ee4689,19371200,2024-03-05 19:57:11,2024-03-05,0x675bb023e268dcc43f543620577bcacb73047f08,0xe8cfad4c75a5e1caf939fd80afcf837dde340a69,18,2,0,0.37110111117362976,0.6375555396080017,0.9991893595940793,0.9991917614915784,0.9991905605428288,True,True,ambos
1,estresse_pre_dencun_2024,historical_stress,a_completa,469569,0x25d039a0f69407edd9c315b7b99a4d585ba06d59e60f64f6c66860edc4a0ac54,0x6c905973a8b56133583077e8e622352101379d88b0825a7c40e166a9d31d7ab2,19164400,2024-02-05 20:20:47,2024-02-05,0x7f4cad601a37ee3a5ca306def9767cf9285069da,0x80a64c6d7f12c47b7c66c5b4e20e72bc1fcd5d9e,0,2,0,0.30971580743789673,0.6608201861381531,0.9984759960368691,0.9998979193562915,0.9991869576965803,True,True,ambos
1,estresse_pre_dencun_2024,historical_stress,a_completa,392241,0x8b03e53dc6518b0031f62dc4554ecbbc952a4326eab8b6c02ec347f423d74281,0xa4651b6f7e24a58507e8798aba660c3cd74640a4b7369faf753cda7232b37117,19161000,2024-02-05 08:51:11,2024-02-05,0x20011fa1a83bba9c8357f852ec667d8439a7da4a,0x7d23e5c85c9525b777ba9b317f4aa271d33b69a5,130,2,0,0.5486626625061035,0.6306061148643494,0.9996229020926531,0.9987269943255171,0.9991749482090851,True,True,ambos
1,estresse_pre_dencun_2024,historical_stress,a_completa,554334,0xbad2e535e283b7f0ad3ded747dec9f58a4daa230636c821dee4083b73862b50c,0xbd40652ed7d17fe19bb4807f075e6fafb302cea1e5c04964b22e945f243ea1a1,19213400,2024-02-12 17:21:35,2024-02-12,0x6974bdff740a23a94d42a1296067edf9890d53bc,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,1,0,0,0.3020508289337158,0.6782360672950745,0.998358303059417,0.9999867895637554,0.9991725463115861,True,True,ambos
1,estresse_pre_dencun_2024,historical_stress,a_completa,113459,0xd1143b2537353684895854bbf0bb1f2c076ebdd876cfee484e6f5b7d06d35c35,0x37ab5a0d797a73b9efe9236c6889188ab311f5d752e522fe4953fa21e8ccc877,19169400,2024-02-06 13:08:59,2024-02-06,0x240afda5ae79dfa447666179343fe8bdbd61698b,0x3328f7f4a1d1c57c35df56bbf0c9dcafca309c49,19,2,0,0.36097732186317444,0.6379965543746948,0.9991221064641066,0.9992205842615667,0.9991713453628366,True,True,ambos
1,estresse_pre_dencun_2024,historical_stress,a_completa,300391,0x0789dbc2663d4fc6f31fd63329edd6a2824539f3a426df8ab248d03fd7a53922,0x75f159ab87a6917fd067cdd95cb10fb03e45141ef8062b08710100b3f192bc63,19271700,2024-02-20 21:50:47,2024-02-20,0x87f3a20b3170032384a211771d2e91f375343fcd,0x5de869e3e62b0fb2c15573246ba3bb3fd97a2275,105,2,0,0.3049539029598236,0.664479672908783,0.9983955324706518,0.9999315459212779,0.9991635391959648,True,True,ambos
1,estresse_pre_dencun_2024,historical_stress,a_completa,209962,0x0db5532e9188912f2f57459757e7352603d32cc5194d9b6d4122fef421dbc0bd,0xef5bea87030ce4577a534343665ce26b5ae814794ec3599b175c6d69ae7ed137,19136600,2024-02-01 22:36:23,2024-02-01,0x35e632367a942da7e27776824517a69eb088c80b,0x68b3465833fb72a70ecdf485e0e4c7bd8665fc45,15,0,0,0.3062521815299988,0.661453366279602,0.9984207523943915,0.9999051250487886,0.9991629387215901,True,True,ambos
1,estresse_pre_dencun_2024,historical_stress,a_completa,182988,0xe5d45de69d8579f2e39787cf43559a141d30a78417a1c364fea07595d557aa67,0xe64877cb7e4b405415f33568d667cc2b5ea45a5bc517c4eb9e2eaf67f0474882,18922100,2024-01-02 20:33:35,2024-01-02,0x4a4eaf22be3831cea9a1a3c7002d2917cfd16c62,0x13558df3e6a3bb64127e114d689b9b591b685ccb,1,2,0,0.3031115233898163,0.6644622087478638,0.9983703125469121,0.9999291440237787,0.9991497282853454,True,True,ambos
1,estresse_pre_dencun_2024,historical_stress,a_completa,720268,0xb175d5f838ba9244a4caea0404d4c82219602c85bd588c35740ec64631a78e6f,0xcdb599afd10d480f213c44f9c6c6b443b3b064b9d51a69267fb3112fab01e92a,19083700,2024-01-25 12:42:59,2024-01-25,0xc4c162e5e2475675cf07f4c851659d0f4266c224,0x4736b02db015dcd1a57a69c889d073b100000000,3,1,0,0.30831316113471985,0.6556206345558167,0.9984519770618789,0.9998258624313208,0.9991389197465999,True,True,ambos
1,estresse_pre_dencun_2024,historical_stress,a_completa,472602,0xab1a6bcc8079b32dab503163933be928a6a1ec4c882b3549107c070b836a5954,0x7f7f5a61c7fbe856b3e8c289746f7693f7303fc2bea2d8a47d29432872a09b95,19185200,2024-02-08 18:22:59,2024-02-08,0xb58555fcba6479fced7de1485eb054943a09af7b,0x00000000003b3cc22af3ae1eac0440bcee416b40,2,2,0,0.31351956725120544,0.6487960815429688,0.9985480529618399,0.9996865523763774,0.9991173026691087,True,True,ambos
1,estresse_pre_dencun_2024,historical_stress,a_completa,378793,0xa076eef15390289fb65d71b962f5a6a9e14600ec8f2696eabd4b469bff7d7608,0x1568d3d2f664b91db7c0e7e247410a3fc73b7755e41067bddd805c00e35b6846,19150600,2024-02-03 21:47:59,2024-02-03,0xbfa2f68bf9ad60dc3cfb1cef04730eb7fa251424,0xb37d31b2a74029b5951a2778f959282e2d518595,256,2,0,0.4292013347148895,0.6312152743339539,0.9994415588314769,0.9987762332242471,0.999108896027862,True,True,ambos
1,estresse_pre_dencun_2024,historical_stress,a_completa,255549,0x0ae53f4db2cabb6f894f5320914e45a0e413dba86cb6ae707896ca66e7dfda4f,0xa5448f93f78d016bd8ce0c2e27d8f6606a08fa41c541093f95b13fcd54a32f07,19193200,2024-02-09 21:18:59,2024-02-09,0x68b53aa18d1b8437b7cd9524040c776e2261e06d,0xafeeb2c497bc785baca88edca7f9e5cbac9bdf96,1,0,0,0.3363620340824127,0.6399747133255005,0.9988398835079713,0.9993394781877684,0.9990896808478698,True,True,ambos
1,estresse_pre_dencun_2024,historical_stress,a_completa,547397,0x1b6f5afad69c9c697d311f7f8bf768d906597e8d6fd680392788d596cb638b12,0x65932c4d799c9202e8a806472a9be3a6cbd0f1d6c0958c89720b36be413ae2ca,19178200,2024-02-07 18:48:11,2024-02-07,0xd206c70ecc1c80b23769abfc5da6fe5647535b8f,0x262d2fa34c66b462604eda521e5ede976d5c779c,4,0,0,0.29207658767700195,0.6834981441497803,0.9981793616957396,0.999995196205002,0.9990872789503709,True,True,ambos
1,estresse_pre_dencun_2024,historical_stress,a_completa,762622,0xf3781088ab46aaf5c57b377aede61df6f3c9b3301f89aa1cfb21c16121899c0a,0xe52a1c5edaf9eea8f8620cfb9bdc6982e92dc7a671e18048b49cfe7c2f7b3b60,19056700,2024-01-21 17:21:59,2024-01-21,0x5f0b47c9f5cdadb909348f882ae30b2dbf5a656c,0x0d615e45fc7eabe6e77b5b255f47454fa6fadb53,20,0,0,0.29618141055107117,0.6603483557701111,0.998264629056955,0.9998907136637945,0.9990776713603747,True,True,ambos
1,estresse_pre_dencun_2024,historical_stress,a_completa,784841,0xc43fc1db8a0526894f667b6d1d3dc07a0fa112c5a5db22790d53efc5fd04aa20,0xd7b7945c21d7cc424bfac6fd0d49314e637076af258867b3c6fb5fc5dca8ca5e,18953400,2024-01-07 06:19:59,2024-01-07,0xc4c162e5e2475675cf07f4c851659d0f4266c224,0x4736b02db015dcd1a57a69c889d073b100000000,2,1,0,0.29330918192863464,0.6670643091201782,0.9982045816194793,0.9999471582550215,0.9990758699372504,True,True,ambos
1,estresse_pre_dencun_2024,historical_stress,a_completa,245980,0xadbdf4f660cfc3d7305cd065a556dc2918151982854bc87fc08988531abcc1eb,0xe06d0bb840f879602896f40564a39e690db8a4744984e67a763407f17b6163c7,19191300,2024-02-09 14:55:23,2024-02-09,0x1a9536fe73b784f149d26389a21d20a05ddc8908,0xc36442b4a4522e871399cd717abdd847ab11fe88,133,2,0,0.6209048628807068,0.6267980933189392,0.9997538055063501,0.9983955324706518,0.999074668988501,True,True,ambos
