audit_id,audit_priority,detection_event_id,dataset_id,split,detector,validation_status,semantic_evidence,protocols,pool_addresses,attacker_address,attacker_executor_address,economic_entity_addresses,attacker_front_hash,attacker_front_index,attacker_front_status,attacker_front_selector,attacker_back_hash,attacker_back_index,attacker_back_status,attacker_back_selector,victim_hash,victim_index,victim_status,victim_selector,attacker_gas_cost_wei,attacker_gas_cost_eth,attacker_native_value_out_wei,attacker_transfer_events,attacker_token_deltas_raw_json,weth_delta_wei,weth_delta_eth,weth_after_gas_wei,weth_after_gas_eth,economic_status,front_etherscan_url,back_etherscan_url,victim_etherscan_url
semantic__displacement__2370,1,2370,independent_sampled__transicao_dencun_2024,transicao_dencun_2024,displacement,confirmed,Atacante anterior executou com sucesso e a vítima falhou; mesmo seletor e similaridade de calldata 1.000.,,,0x4a7e0a9e2c628494395a4ea04d9222114f20b00b,,0x4a7e0a9e2c628494395a4ea04d9222114f20b00b,0x60b935f7d5ab4c1e399efad7bc2a913333404471842187a2396a04382d645ccc,48,1,0x0162e2d0,,,,,0x01d8fbc43b27342373d95487abeaa8b835c41ee0ea8027cce00de7a2a538cb5c,49,0,0x0162e2d0,3845010370265744,0.003845010370265744,381000000000000000,1,"{""0x0353e9f2e8783135f2b71063c66ff62345d95e53"":6569146764655686692}",,,,,requires_token_valuation,https://etherscan.io/tx/0x60b935f7d5ab4c1e399efad7bc2a913333404471842187a2396a04382d645ccc,,https://etherscan.io/tx/0x01d8fbc43b27342373d95487abeaa8b835c41ee0ea8027cce00de7a2a538cb5c
semantic__insertion__1762,2,1762,independent_sampled__transicao_dencun_2024,transicao_dencun_2024,insertion,confirmed,"Estrutura sandwich confirmada: transações consecutivas, mesmo agente nas pernas externas, mesmo pool, front e vítima na mesma direção e back na direção oposta. O resultado líquido após custos será calculado em etapa própria.",uniswap_v3,0x1385fc1fe0418ea0b4fcf7adc61fc7535ab7f80d,0xae2fc483527b8ef99eb5d9b44875f005ba1fae13,0x6b75d8af000000e20b7a7ddf000ba900b4009a80,0x6b75d8af000000e20b7a7ddf000ba900b4009a80|0xae2fc483527b8ef99eb5d9b44875f005ba1fae13,0x2ba150c2cba317c2bf8d2f5f947f605e86fc5e40f539ec5188c26fdb5effc3a8,2,1,0x2b601385,0xd2f232e7ba49955b53a520a2e89c5368698aa732b42681e09a75cffd9bb75260,4,1,0x2b781385,0x3507bedb75d07e4faa2ee84ea58b23c1e6583981658ff10cdbf1687777d91b4b,3,1,0x3593564c,40085296183275421,0.040085296183275422,464,8,"{""0x1495bc9e44af1f8bcb62278d2bec4540cf0c05ea"":-22732253080505,""0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2"":40089309923481113}",40089309923481113,0.040089309923481115,4013740205692,0.000004013740205692,mixed_assets_requires_valuation,https://etherscan.io/tx/0x2ba150c2cba317c2bf8d2f5f947f605e86fc5e40f539ec5188c26fdb5effc3a8,https://etherscan.io/tx/0xd2f232e7ba49955b53a520a2e89c5368698aa732b42681e09a75cffd9bb75260,https://etherscan.io/tx/0x3507bedb75d07e4faa2ee84ea58b23c1e6583981658ff10cdbf1687777d91b4b
semantic__insertion__1770,2,1770,independent_sampled__transicao_dencun_2024,transicao_dencun_2024,insertion,confirmed,"Estrutura sandwich confirmada: transações consecutivas, mesmo agente nas pernas externas, mesmo pool, front e vítima na mesma direção e back na direção oposta. O resultado líquido após custos será calculado em etapa própria.",uniswap_v3,0x1385fc1fe0418ea0b4fcf7adc61fc7535ab7f80d,0xae2fc483527b8ef99eb5d9b44875f005ba1fae13,0x6b75d8af000000e20b7a7ddf000ba900b4009a80,0x6b75d8af000000e20b7a7ddf000ba900b4009a80|0xae2fc483527b8ef99eb5d9b44875f005ba1fae13,0x445e8978461adb9271f26056679fdaceeed290e7f410e13fc0706ab477b59f6c,0,1,0x2b601385,0xf32efaac0176775f9e9e1f034967db2766a2db72ede95f636cd593ba3fdc4444,2,1,0x2b781385,0x55e56f9a17fce9cac9f35a61b4b441283b047ef3aa3310590732237dce4a2886,1,1,0x3593564c,38787217553873158,0.038787217553873161,440,8,"{""0x1495bc9e44af1f8bcb62278d2bec4540cf0c05ea"":-30418773639353,""0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2"":38791103395546821}",38791103395546821,0.038791103395546818,3885841673663,0.000003885841673663,mixed_assets_requires_valuation,https://etherscan.io/tx/0x445e8978461adb9271f26056679fdaceeed290e7f410e13fc0706ab477b59f6c,https://etherscan.io/tx/0xf32efaac0176775f9e9e1f034967db2766a2db72ede95f636cd593ba3fdc4444,https://etherscan.io/tx/0x55e56f9a17fce9cac9f35a61b4b441283b047ef3aa3310590732237dce4a2886
semantic__insertion__1886,2,1886,independent_sampled__transicao_dencun_2024,transicao_dencun_2024,insertion,confirmed,"Estrutura sandwich confirmada: transações consecutivas, mesmo agente nas pernas externas, mesmo pool, front e vítima na mesma direção e back na direção oposta. O resultado líquido após custos será calculado em etapa própria.",uniswap_v3,0x2a0330c7e979a4d18e5b0c987b877da24dd37d04,0xae2fc483527b8ef99eb5d9b44875f005ba1fae13,0x6b75d8af000000e20b7a7ddf000ba900b4009a80,0x6b75d8af000000e20b7a7ddf000ba900b4009a80|0xae2fc483527b8ef99eb5d9b44875f005ba1fae13,0x9b408943a78392c5153fd3e09289c93499200fb231fd20b331a2e2368b79267b,2,1,0x2b662a03,0xc09eba170f23115c409eaa47e01bbb064e9e36d9df8f6277da2351ace69d544d,4,1,0x2b782a03,0x63a7ba7b00304fa0a0d4ec0259c2d48e2d6cae92d496344dbdc6bc295596d91f,3,1,0xacf234e9,325458020160837225,0.325458020160837247,384,12,"{""0x626e8036deb333b408be468f951bdb42433cbf18"":-401921271526385240,""0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2"":332072196402859895}",332072196402859895,0.332072196402859898,6614176242022670,0.006614176242022670,mixed_assets_requires_valuation,https://etherscan.io/tx/0x9b408943a78392c5153fd3e09289c93499200fb231fd20b331a2e2368b79267b,https://etherscan.io/tx/0xc09eba170f23115c409eaa47e01bbb064e9e36d9df8f6277da2351ace69d544d,https://etherscan.io/tx/0x63a7ba7b00304fa0a0d4ec0259c2d48e2d6cae92d496344dbdc6bc295596d91f
semantic__insertion__1959,2,1959,independent_sampled__transicao_dencun_2024,transicao_dencun_2024,insertion,confirmed,"Estrutura sandwich confirmada: transações consecutivas, mesmo agente nas pernas externas, mesmo pool, front e vítima na mesma direção e back na direção oposta. O resultado líquido após custos será calculado em etapa própria.",uniswap_v3,0xae2a25cbdb19d0dc0dddd1d2f6b08a6e48c4a9a9,0xae2fc483527b8ef99eb5d9b44875f005ba1fae13,0x6b75d8af000000e20b7a7ddf000ba900b4009a80,0x6b75d8af000000e20b7a7ddf000ba900b4009a80|0xae2fc483527b8ef99eb5d9b44875f005ba1fae13,0xceb110f7b7c25ac84b6d4d645256419b25b0e24b8653dbb28ae80c75a9356d1f,0,1,0x2b60ae2a,0x7888bcb6111a2a25a4b1e79818a6d0e62fb52d617c41b25332c97f6d840eca68,2,1,0x2b66ae2a,0xfabc528622cdf2fff18a771819613a94c71daf7b368cfbb8e485ce2828de019f,1,1,0x3593564c,46497529116163982,0.046497529116163984,192,4,"{""0x467719ad09025fcc6cf6f8311755809d45a5e5f3"":525,""0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48"":168762369}",,,,,requires_token_valuation,https://etherscan.io/tx/0xceb110f7b7c25ac84b6d4d645256419b25b0e24b8653dbb28ae80c75a9356d1f,https://etherscan.io/tx/0x7888bcb6111a2a25a4b1e79818a6d0e62fb52d617c41b25332c97f6d840eca68,https://etherscan.io/tx/0xfabc528622cdf2fff18a771819613a94c71daf7b368cfbb8e485ce2828de019f
semantic__insertion__2088,2,2088,independent_sampled__transicao_dencun_2024,transicao_dencun_2024,insertion,confirmed,"Estrutura sandwich confirmada: transações consecutivas, mesmo agente nas pernas externas, mesmo pool, front e vítima na mesma direção e back na direção oposta. O resultado líquido após custos será calculado em etapa própria.",uniswap_v2,0x0b85b3000bef3e26e01428d1b525a532ea7513b8,0xae2fc483527b8ef99eb5d9b44875f005ba1fae13,0x6b75d8af000000e20b7a7ddf000ba900b4009a80,0x6b75d8af000000e20b7a7ddf000ba900b4009a80|0xae2fc483527b8ef99eb5d9b44875f005ba1fae13,0x94049622508983b2e34726b49742892012b94a6568cf66ea5b2140eb437888d4,0,1,0x2b665b7e,0x9663361f36c6fe11be4515d32fc01ca957302ed5158e665062ea939f5243b9fc,2,1,0x2b785b7e,0xd92ec3d7e60dca4c269aa18c2d1331387dfc6d22e71c38a0dbff7bd4e99decbd,1,1,0x3593564c,113522850781692523,0.113522850781692525,456,9,"{""0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2"":113534204202150171,""0xf21661d0d1d76d3ecb8e1b9f1c923dbfffae4097"":593785286870244387}",113534204202150171,0.113534204202150171,11353420457648,0.000011353420457648,mixed_assets_requires_valuation,https://etherscan.io/tx/0x94049622508983b2e34726b49742892012b94a6568cf66ea5b2140eb437888d4,https://etherscan.io/tx/0x9663361f36c6fe11be4515d32fc01ca957302ed5158e665062ea939f5243b9fc,https://etherscan.io/tx/0xd92ec3d7e60dca4c269aa18c2d1331387dfc6d22e71c38a0dbff7bd4e99decbd
semantic__insertion__2125,2,2125,independent_sampled__transicao_dencun_2024,transicao_dencun_2024,insertion,confirmed,"Estrutura sandwich confirmada: transações consecutivas, mesmo agente nas pernas externas, mesmo pool, front e vítima na mesma direção e back na direção oposta. O resultado líquido após custos será calculado em etapa própria.",uniswap_v2,0x9c4cc862f51b1ba90485de3502aa058ca4331f32,0xae2fc483527b8ef99eb5d9b44875f005ba1fae13,0x6b75d8af000000e20b7a7ddf000ba900b4009a80,0x6b75d8af000000e20b7a7ddf000ba900b4009a80|0xae2fc483527b8ef99eb5d9b44875f005ba1fae13,0x22a03ad825123ef5ec46c6a78cbe1f1470a3c983f2a63bb0b2d766b59c9f3c7d,0,1,0x2b690886,0x39c0e98bbbce82ade3f40a13ba8f8969b2e4625ec7fc481451a8aa58a88f8c69,2,1,0x2b950886,0xbfece95cbed3759880e6fae42f1473e1cedd59cfb31944a743324835e3d87d46,1,1,0x5f575529,108991461628487780,0.108991461628487774,112,4,"{""0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2"":-4294967296,""0xdac17f958d2ee523a2206206994597c13d831ec7"":383789313}",-4294967296,-0.000000004294967296,-108991465923455076,-0.108991465923455072,mixed_assets_requires_valuation,https://etherscan.io/tx/0x22a03ad825123ef5ec46c6a78cbe1f1470a3c983f2a63bb0b2d766b59c9f3c7d,https://etherscan.io/tx/0x39c0e98bbbce82ade3f40a13ba8f8969b2e4625ec7fc481451a8aa58a88f8c69,https://etherscan.io/tx/0xbfece95cbed3759880e6fae42f1473e1cedd59cfb31944a743324835e3d87d46
semantic__insertion__2127,2,2127,independent_sampled__transicao_dencun_2024,transicao_dencun_2024,insertion,confirmed,"Estrutura sandwich confirmada: transações consecutivas, mesmo agente nas pernas externas, mesmo pool, front e vítima na mesma direção e back na direção oposta. O resultado líquido após custos será calculado em etapa própria.",uniswap_v2,0xcb37089fc6a6faff231b96e000300a6994d7a625,0xe2ca3167b89b8cf680d63b06e8aeefc5e4ebe907,0xe8c060f8052e07423f71d445277c61ac5138a2e5,0xe2ca3167b89b8cf680d63b06e8aeefc5e4ebe907|0xe8c060f8052e07423f71d445277c61ac5138a2e5,0x20586c90eba58c15c70a3269b5865966b17a8ded889cd3f86882d5ff7b04d0db,3,1,0x0066042f,0xbfd5020243d8ff62b99f5e543b5a03860ed197ca18ae35cbf3c27c92aaa57bee,5,1,0x0166042f,0x181c5755b3f1efe14b149a375749ddfd750ae39ac8ae8d5fa7db81d2368c8e99,4,1,0x3593564c,26278841251110211,0.026278841251110210,0,4,"{""0x8afe4055ebc86bd2afb3940c0095c9aca511d852"":1,""0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2"":27773981545201664}",27773981545201664,0.027773981545201665,1495140294091453,0.001495140294091453,mixed_assets_requires_valuation,https://etherscan.io/tx/0x20586c90eba58c15c70a3269b5865966b17a8ded889cd3f86882d5ff7b04d0db,https://etherscan.io/tx/0xbfd5020243d8ff62b99f5e543b5a03860ed197ca18ae35cbf3c27c92aaa57bee,https://etherscan.io/tx/0x181c5755b3f1efe14b149a375749ddfd750ae39ac8ae8d5fa7db81d2368c8e99
semantic__insertion__2438,2,2438,independent_sampled__transicao_dencun_2024,transicao_dencun_2024,insertion,confirmed,"Estrutura sandwich confirmada: transações consecutivas, mesmo agente nas pernas externas, mesmo pool, front e vítima na mesma direção e back na direção oposta. O resultado líquido após custos será calculado em etapa própria.",uniswap_v3,0x9a772018fbd77fcd2d25657e5c547baff3fd7d16,0xae2fc483527b8ef99eb5d9b44875f005ba1fae13,0x6b75d8af000000e20b7a7ddf000ba900b4009a80,0x6b75d8af000000e20b7a7ddf000ba900b4009a80|0xae2fc483527b8ef99eb5d9b44875f005ba1fae13,0x2e006cb62fa36ed1157235295c99b37f904ecbc9a9e4a53064d74884f0fe1116,0,1,0x2b609a77,0x565183b23a2d751c288f0a1723dba5b92f7776d914a6f9ea01d8aefef141d015,2,1,0x2b669a77,0x54240979e28176bdc5b484305b4155cb3b4d8e4780968e1c9b84ef3c2b17245e,1,1,0x3593564c,59810140261477187,0.059810140261477185,240,12,"{""0x2260fac5e5542a773aa44fbcfedf7c193bc2c599"":-68,""0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48"":228026185}",,,,,requires_token_valuation,https://etherscan.io/tx/0x2e006cb62fa36ed1157235295c99b37f904ecbc9a9e4a53064d74884f0fe1116,https://etherscan.io/tx/0x565183b23a2d751c288f0a1723dba5b92f7776d914a6f9ea01d8aefef141d015,https://etherscan.io/tx/0x54240979e28176bdc5b484305b4155cb3b4d8e4780968e1c9b84ef3c2b17245e
semantic__insertion__2525,2,2525,independent_sampled__transicao_dencun_2024,transicao_dencun_2024,insertion,confirmed,"Estrutura sandwich confirmada: transações consecutivas, mesmo agente nas pernas externas, mesmo pool, front e vítima na mesma direção e back na direção oposta. O resultado líquido após custos será calculado em etapa própria.",uniswap_v3,0xbfa558bb74658486719dd0ee923b66214f2b0f75,0xae2fc483527b8ef99eb5d9b44875f005ba1fae13,0x6b75d8af000000e20b7a7ddf000ba900b4009a80,0x6b75d8af000000e20b7a7ddf000ba900b4009a80|0xae2fc483527b8ef99eb5d9b44875f005ba1fae13,0x2403fd9ac1735057d2def286fd9bb9690e44b47bbcea4dbf900c43433ff24d70,2,1,0x2b60bfa5,0x9331d9201d85a4de9f34c5cda39319bb8b71c383cec95be202b2ce3ee3cb40b7,4,1,0x2b66bfa5,0x12bdf9439068c53d6516d2a2d14aa597e6ee9a358d8545284fe041fbbdd07021,3,1,0x3593564c,6375288116935488,0.006375288116935488,232,6,"{""0xad913dcd987fe54ce823e4b755f90598cd62bb15"":208607039763211034595783,""0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2"":-506322155251223068}",-506322155251223068,-0.506322155251223038,-512697443368158556,-0.512697443368158590,mixed_assets_requires_valuation,https://etherscan.io/tx/0x2403fd9ac1735057d2def286fd9bb9690e44b47bbcea4dbf900c43433ff24d70,https://etherscan.io/tx/0x9331d9201d85a4de9f34c5cda39319bb8b71c383cec95be202b2ce3ee3cb40b7,https://etherscan.io/tx/0x12bdf9439068c53d6516d2a2d14aa597e6ee9a358d8545284fe041fbbdd07021
semantic__insertion__2526,2,2526,independent_sampled__transicao_dencun_2024,transicao_dencun_2024,insertion,confirmed,"Estrutura sandwich confirmada: transações consecutivas, mesmo agente nas pernas externas, mesmo pool, front e vítima na mesma direção e back na direção oposta. O resultado líquido após custos será calculado em etapa própria.",uniswap_v3,0xbfa558bb74658486719dd0ee923b66214f2b0f75,0xae2fc483527b8ef99eb5d9b44875f005ba1fae13,0x6b75d8af000000e20b7a7ddf000ba900b4009a80,0x6b75d8af000000e20b7a7ddf000ba900b4009a80|0xae2fc483527b8ef99eb5d9b44875f005ba1fae13,0x9331d9201d85a4de9f34c5cda39319bb8b71c383cec95be202b2ce3ee3cb40b7,4,1,0x2b66bfa5,0x21e8f952f86e2e87daf9a7787faf200cc32f0d152a75f5ec87c96e4de37d7fd3,6,1,0x2b60bfa5,0x239359a8a1fd5db8668dc7e1914d53be6c42fe1f477f81487e0848fadc5517d0,5,1,0x3593564c,15459617309490500,0.015459617309490499,232,4,"{""0xad913dcd987fe54ce823e4b755f90598cd62bb15"":71100048366058374337760,""0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2"":-151920440732811263}",-151920440732811263,-0.151920440732811274,-167380058042301763,-0.167380058042301771,mixed_assets_requires_valuation,https://etherscan.io/tx/0x9331d9201d85a4de9f34c5cda39319bb8b71c383cec95be202b2ce3ee3cb40b7,https://etherscan.io/tx/0x21e8f952f86e2e87daf9a7787faf200cc32f0d152a75f5ec87c96e4de37d7fd3,https://etherscan.io/tx/0x239359a8a1fd5db8668dc7e1914d53be6c42fe1f477f81487e0848fadc5517d0
semantic__insertion__2579,2,2579,independent_sampled__transicao_dencun_2024,transicao_dencun_2024,insertion,confirmed,"Estrutura sandwich confirmada: transações consecutivas, mesmo agente nas pernas externas, mesmo pool, front e vítima na mesma direção e back na direção oposta. O resultado líquido após custos será calculado em etapa própria.",uniswap_v3,0xe4e86c6805884736c0faea1e559c51f37da15812,0xdf3504e9d05e54197f5d6db864194b199258571d,0xdc3bfcb3521cd02af66d394f817a0e6fe62ded95,0xdc3bfcb3521cd02af66d394f817a0e6fe62ded95|0xdf3504e9d05e54197f5d6db864194b199258571d,0xcb0de573573571c7fe9b6662b4d723efe65d4533f6e43a1f15076ac5094fff59,5,1,0x13d837a9,0xe8933e67c87fd4b1a0f4230416b67f0288cff8765bacc39101f31a0f71cf789a,7,1,0x1368e4e8,0x24d77574f3e0c78b725bf5f51a7c3de1c00f3cb51e09ee46232c95e3da116d08,6,1,0x3593564c,9935694066406049,0.009935694066406049,0,6,"{""0x710287d1d39dcf62094a83ebb3e736e79400068a"":164057287346054,""0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2"":10108447433489158}",10108447433489158,0.010108447433489157,172753367083109,0.000172753367083109,mixed_assets_requires_valuation,https://etherscan.io/tx/0xcb0de573573571c7fe9b6662b4d723efe65d4533f6e43a1f15076ac5094fff59,https://etherscan.io/tx/0xe8933e67c87fd4b1a0f4230416b67f0288cff8765bacc39101f31a0f71cf789a,https://etherscan.io/tx/0x24d77574f3e0c78b725bf5f51a7c3de1c00f3cb51e09ee46232c95e3da116d08
semantic__insertion__131,3,131,independent_sampled__transicao_dencun_2024,transicao_dencun_2024,insertion,confirmed,"Estrutura sandwich confirmada: transações consecutivas, mesmo agente nas pernas externas, mesmo pool, front e vítima na mesma direção e back na direção oposta. O resultado líquido após custos será calculado em etapa própria.",uniswap_v2,0x57654ae132413e81459ad2ae70c2570a9b89fb53,0xae2fc483527b8ef99eb5d9b44875f005ba1fae13,0x6b75d8af000000e20b7a7ddf000ba900b4009a80,0x6b75d8af000000e20b7a7ddf000ba900b4009a80|0xae2fc483527b8ef99eb5d9b44875f005ba1fae13,0x6d485a18c348e46420de7f5b51d43e42e60e25dcab2749b896bb72512cc54891,2,1,0x2b2f5c34,0xaa40775917c4a76bce5dede421b9f80cb74736db89e77c030af555defe883bcb,4,1,0x2b2f5c36,0xeb5ae2eefed55b398818d4b612da38b158a4211202cdd41a7500bc6654bde3e4,3,1,0x5f575529,25612587314071616,0.025612587314071615,208,4,"{""0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2"":25741293783089152}",25741293783089152,0.025741293783089151,128706469017536,0.000128706469017536,weth_surplus_after_gas_observed,https://etherscan.io/tx/0x6d485a18c348e46420de7f5b51d43e42e60e25dcab2749b896bb72512cc54891,https://etherscan.io/tx/0xaa40775917c4a76bce5dede421b9f80cb74736db89e77c030af555defe883bcb,https://etherscan.io/tx/0xeb5ae2eefed55b398818d4b612da38b158a4211202cdd41a7500bc6654bde3e4
semantic__insertion__139,3,139,independent_sampled__transicao_dencun_2024,transicao_dencun_2024,insertion,confirmed,"Estrutura sandwich confirmada: transações consecutivas, mesmo agente nas pernas externas, mesmo pool, front e vítima na mesma direção e back na direção oposta. O resultado líquido após custos será calculado em etapa própria.",uniswap_v3,0xc7bbec68d12a0d1830360f8ec58fa599ba1b0e9b,0xf9cafeb32467994e3affd61e30865e5ab32abe68,0x429cf888dae41d589d57f6dc685707bec755fe63,0x429cf888dae41d589d57f6dc685707bec755fe63|0xf9cafeb32467994e3affd61e30865e5ab32abe68,0x95da106d52637ba5f78da6b416e65bdd1ab6b85c73553108f6c898411d2238bc,8,1,0xa1c7bbec,0xc24fab12bd1891035c5bc46d306e7dba71ab0cc04252b52759239a774f805e72,10,1,0xa0c7bbec,0xb80b72f8fc0567270da0e60cc8c363881594674d730ffff395c4bd9017f37fe4,9,1,0xa6886da9,19261655831197839,0.019261655831197839,38857200,4,"{""0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2"":19307995019261810,""0xdac17f958d2ee523a2206206994597c13d831ec7"":0}",19307995019261810,0.019307995019261809,46339188063971,0.000046339188063971,weth_surplus_after_gas_observed,https://etherscan.io/tx/0x95da106d52637ba5f78da6b416e65bdd1ab6b85c73553108f6c898411d2238bc,https://etherscan.io/tx/0xc24fab12bd1891035c5bc46d306e7dba71ab0cc04252b52759239a774f805e72,https://etherscan.io/tx/0xb80b72f8fc0567270da0e60cc8c363881594674d730ffff395c4bd9017f37fe4
semantic__insertion__298,3,298,independent_sampled__transicao_dencun_2024,transicao_dencun_2024,insertion,confirmed,"Estrutura sandwich confirmada: transações consecutivas, mesmo agente nas pernas externas, mesmo pool, front e vítima na mesma direção e back na direção oposta. O resultado líquido após custos será calculado em etapa própria.",uniswap_v2,0x2e73ff42886796a7673f863135e663335c951595,0xae2fc483527b8ef99eb5d9b44875f005ba1fae13,0x6b75d8af000000e20b7a7ddf000ba900b4009a80,0x6b75d8af000000e20b7a7ddf000ba900b4009a80|0xae2fc483527b8ef99eb5d9b44875f005ba1fae13,0x90212fd1e7d6a9296b0770efe319f92eb779749abb53486f6865afa68c3d6066,1,1,0x2b63b89b,0x4fa500bb3e874f90529bbb0bf376b0a38625bc4fe62b1b5dbca896873c5dd82b,3,1,0x2ba6b89b,0xba32a8e44a339af3e981da897d3bbc2c1b080b38f05f27be2cf121b73ddb7a51,2,1,0x3593564c,84349500068918972,0.084349500068918976,352,6,"{""0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2"":84357935862554326}",84357935862554326,0.084357935862554329,8435793635354,0.000008435793635354,weth_surplus_after_gas_observed,https://etherscan.io/tx/0x90212fd1e7d6a9296b0770efe319f92eb779749abb53486f6865afa68c3d6066,https://etherscan.io/tx/0x4fa500bb3e874f90529bbb0bf376b0a38625bc4fe62b1b5dbca896873c5dd82b,https://etherscan.io/tx/0xba32a8e44a339af3e981da897d3bbc2c1b080b38f05f27be2cf121b73ddb7a51
semantic__insertion__345,3,345,independent_sampled__transicao_dencun_2024,transicao_dencun_2024,insertion,confirmed,"Estrutura sandwich confirmada: transações consecutivas, mesmo agente nas pernas externas, mesmo pool, front e vítima na mesma direção e back na direção oposta. O resultado líquido após custos será calculado em etapa própria.",uniswap_v2,0xe1525583c72de1a3dada24f761007ba8a560e220,0x635c2002ca87c41902be1c0fdde01a25d95d92c8,0x429cf888dae41d589d57f6dc685707bec755fe63,0x429cf888dae41d589d57f6dc685707bec755fe63|0x635c2002ca87c41902be1c0fdde01a25d95d92c8,0xffe8200cc3d251c7c97432e261743c8915384eb5dabcc9c32bab831772a153d2,0,1,0x02000000,0x06e30d46347996199f4445ab314c7b495444493832c06f550e6e96947238e2a9,2,1,0x01000000,0xe4b26976db97a61897f2cc5a981d39c02907a089ca082ae9d0fd37c298472097,1,1,0x3593564c,144642076233965746,0.144642076233965744,38883000,4,"{""0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2"":214206417236656128,""0xe453c3409f8ad2b1fe1ed08e189634d359705a5b"":0}",214206417236656128,0.214206417236656121,69564341002690382,0.069564341002690377,weth_surplus_after_gas_observed,https://etherscan.io/tx/0xffe8200cc3d251c7c97432e261743c8915384eb5dabcc9c32bab831772a153d2,https://etherscan.io/tx/0x06e30d46347996199f4445ab314c7b495444493832c06f550e6e96947238e2a9,https://etherscan.io/tx/0xe4b26976db97a61897f2cc5a981d39c02907a089ca082ae9d0fd37c298472097
semantic__insertion__474,3,474,independent_sampled__transicao_dencun_2024,transicao_dencun_2024,insertion,confirmed,"Estrutura sandwich confirmada: transações consecutivas, mesmo agente nas pernas externas, mesmo pool, front e vítima na mesma direção e back na direção oposta. O resultado líquido após custos será calculado em etapa própria.",uniswap_v2,0xb2fb04a19a4fa77eb946f6a51ae9e2641475ee65,0xf9cafeb32467994e3affd61e30865e5ab32abe68,0x429cf888dae41d589d57f6dc685707bec755fe63,0x429cf888dae41d589d57f6dc685707bec755fe63|0xf9cafeb32467994e3affd61e30865e5ab32abe68,0x12f71a71e020b0372992c9a0d8927e0b593812fd9727525d6a88d3556f3a5708,4,1,0x02000000,0xb57d69a4164f9871eaf683512ca7bee7c27dabfa68fc4eab6be5c98db778f4ba,6,1,0x01000000,0xbb4a1460ba0bc740be2aa986232837df189f376340f2278c58d15fced8002fff,5,1,0x3593564c,11494544694403517,0.011494544694403516,38895000,4,"{""0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2"":12623578897842176,""0xff44b937788215eca197baaf9af69dbdc214aa04"":0}",12623578897842176,0.012623578897842175,1129034203438659,0.001129034203438659,weth_surplus_after_gas_observed,https://etherscan.io/tx/0x12f71a71e020b0372992c9a0d8927e0b593812fd9727525d6a88d3556f3a5708,https://etherscan.io/tx/0xb57d69a4164f9871eaf683512ca7bee7c27dabfa68fc4eab6be5c98db778f4ba,https://etherscan.io/tx/0xbb4a1460ba0bc740be2aa986232837df189f376340f2278c58d15fced8002fff
semantic__insertion__771,3,771,independent_sampled__transicao_dencun_2024,transicao_dencun_2024,insertion,confirmed,"Estrutura sandwich confirmada: transações consecutivas, mesmo agente nas pernas externas, mesmo pool, front e vítima na mesma direção e back na direção oposta. O resultado líquido após custos será calculado em etapa própria.",uniswap_v2,0xdae6d9662c4904026ac311a5fdc8917fdc51971a,0xf9cafeb32467994e3affd61e30865e5ab32abe68,0x429cf888dae41d589d57f6dc685707bec755fe63,0x429cf888dae41d589d57f6dc685707bec755fe63|0xf9cafeb32467994e3affd61e30865e5ab32abe68,0x0afc74138958c32ffc1dbee26c5d0dc8409e32d29c32ceeddb6ca5f861e4f08c,52,1,0x02000000,0xf85cb581df6242ab1569baaa331ad20d2fb42a9cc008f70d71659f28e8ab270a,54,1,0x01000000,0x8d3bef3582d49647a1388ce79f78334a85a90b9a46620c3fc0ab6ba2b736bf04,53,1,0x3593564c,4205806095948924,0.004205806095948924,38933400,4,"{""0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2"":4471735265001472,""0xc14b4d4ca66f40f352d7a50fd230ef8b2fb3b8d4"":0}",4471735265001472,0.004471735265001472,265929169052548,0.000265929169052548,weth_surplus_after_gas_observed,https://etherscan.io/tx/0x0afc74138958c32ffc1dbee26c5d0dc8409e32d29c32ceeddb6ca5f861e4f08c,https://etherscan.io/tx/0xf85cb581df6242ab1569baaa331ad20d2fb42a9cc008f70d71659f28e8ab270a,https://etherscan.io/tx/0x8d3bef3582d49647a1388ce79f78334a85a90b9a46620c3fc0ab6ba2b736bf04
