split,tx_hash,roles,attack_types,event_keys,event_count,strict_label,strict_conflict,sensitivity_label,sensitivity_conflict,reference_scope
estresse_pre_dencun_2024,0x6ae7123bbedbcbd06496c4c2f21a246a755b60dcacb3b3d55d21ed1a4036c163,attacker_front|victim,displacement,estresse_pre_dencun_2024::semantic__displacement__2281|estresse_pre_dencun_2024::semantic__displacement__2283,2,1,0,,1,semantic_event_roles_only
estresse_pre_dencun_2024,0x6da31b994e51eaf88cdd0ae389a4756c2631e2bb933ea89f752094fbb2726ac1,attacker_front|victim,displacement,estresse_pre_dencun_2024::semantic__displacement__916|estresse_pre_dencun_2024::semantic__displacement__917,2,,0,,1,semantic_event_roles_only
estresse_pre_dencun_2024,0x6e2be75755fb627b5df85640bb52d45997245c323a72075b0d8b3e9bb95ace3b,attacker_front|victim,displacement,estresse_pre_dencun_2024::semantic__displacement__8583|estresse_pre_dencun_2024::semantic__displacement__8584,2,,0,,1,semantic_event_roles_only
estresse_pre_dencun_2024,0x719ce9d5b5fe91c4e1a1c7829b881781a4c0650588dfa8a7449f5e1b660dce06,attacker_front|victim,displacement,estresse_pre_dencun_2024::semantic__displacement__2214|estresse_pre_dencun_2024::semantic__displacement__2217,2,1,0,,1,semantic_event_roles_only
estresse_pre_dencun_2024,0x7283402690bffe78d9a0c5bdfcdaa847429dc1877ea03c95adba16a64eebec53,attacker_front|victim,displacement,estresse_pre_dencun_2024::semantic__displacement__917|estresse_pre_dencun_2024::semantic__displacement__918,2,,0,,1,semantic_event_roles_only
estresse_pre_dencun_2024,0x750be42ccb9cf9cdd3835b28e37987c7ec37861009ca34abbbd490dd9d935801,attacker_front|victim,displacement,estresse_pre_dencun_2024::semantic__displacement__1309|estresse_pre_dencun_2024::semantic__displacement__1310,2,,0,,1,semantic_event_roles_only
estresse_pre_dencun_2024,0x780ed2ef7a360ddc2aa938e8eb557f622371f20cf186aa3b471ef1ce099f7b46,attacker_front|victim,displacement,estresse_pre_dencun_2024::semantic__displacement__2087|estresse_pre_dencun_2024::semantic__displacement__2089,2,,0,,1,semantic_event_roles_only
estresse_pre_dencun_2024,0x7858c9e6af3a1a5f0a7302472360aebf987692935c835a46a491f631f170cd2f,attacker_front|victim,displacement,estresse_pre_dencun_2024::semantic__displacement__2692|estresse_pre_dencun_2024::semantic__displacement__2694,2,,0,,1,semantic_event_roles_only
estresse_pre_dencun_2024,0x7e14c328711e3f711d53e6c5bfd8a616cd1e6a20e62e5462b399492177bfbc13,attacker_front|victim,displacement,estresse_pre_dencun_2024::semantic__displacement__8457|estresse_pre_dencun_2024::semantic__displacement__8459,2,,0,,1,semantic_event_roles_only
estresse_pre_dencun_2024,0x7e498f8d6b0f69c60bee18154374612c4a7b041c8790551a44892499d773d8eb,attacker_front|victim,displacement,estresse_pre_dencun_2024::semantic__displacement__2194|estresse_pre_dencun_2024::semantic__displacement__2196,2,,0,,1,semantic_event_roles_only
estresse_pre_dencun_2024,0x7ff4297372585db916c9327d2dd5a7a418abe3fdc25dd478ecdcc5f244fa1dbe,attacker_front|victim,displacement,estresse_pre_dencun_2024::semantic__displacement__8591|estresse_pre_dencun_2024::semantic__displacement__8592,2,,0,,1,semantic_event_roles_only
estresse_pre_dencun_2024,0x80ce708c4b67578112ce67fb9e937fb43d3488a31b35af048b177618f97e0fa0,attacker_front|victim,displacement,estresse_pre_dencun_2024::semantic__displacement__3724|estresse_pre_dencun_2024::semantic__displacement__3725,2,,0,,1,semantic_event_roles_only
estresse_pre_dencun_2024,0x854a557655e999758cc5249df17832e6e0714e033f4430d13ec9b61f6b9c760d,attacker_front|victim,displacement,estresse_pre_dencun_2024::semantic__displacement__2767|estresse_pre_dencun_2024::semantic__displacement__2768,2,,0,,1,semantic_event_roles_only
estresse_pre_dencun_2024,0x85ad92ac34a8e36bf8048dbcc5fa988ea011087edb4bbfddd8b85852832df33a,attacker_front|victim,displacement,estresse_pre_dencun_2024::semantic__displacement__7260|estresse_pre_dencun_2024::semantic__displacement__7263,2,,0,,1,semantic_event_roles_only
estresse_pre_dencun_2024,0x87aea6716fcdbf0caf003340f878fb2f1c0003f16dd2bc53fcf6a2586f1878bf,attacker_front|victim,displacement,estresse_pre_dencun_2024::semantic__displacement__8419|estresse_pre_dencun_2024::semantic__displacement__8420,2,,0,,1,semantic_event_roles_only
estresse_pre_dencun_2024,0x8a2bbf757e9e13c24aa7150f0751e27c95c2fc5993562fe7cd6a54a6d6bed2da,attacker_front|victim,displacement,estresse_pre_dencun_2024::semantic__displacement__6871|estresse_pre_dencun_2024::semantic__displacement__6872,2,,0,,1,semantic_event_roles_only
estresse_pre_dencun_2024,0x8afa0ced0d6e0bf8081f0213f03ac2d283902ad11b020b18cd24ef89041f819c,attacker_front|victim,displacement,estresse_pre_dencun_2024::semantic__displacement__6606|estresse_pre_dencun_2024::semantic__displacement__6607,2,,0,,1,semantic_event_roles_only
estresse_pre_dencun_2024,0x8d9bb7e263d8c52b2feeebb912f11de7527205dde90db0903d681befe1874391,attacker_front|victim,displacement,estresse_pre_dencun_2024::semantic__displacement__167|estresse_pre_dencun_2024::semantic__displacement__168,2,,0,,1,semantic_event_roles_only
estresse_pre_dencun_2024,0x8e57147eba736c158f6975c5eea5556626254a61562ba2377b99daf21f8fd9c6,attacker_front|victim,displacement,estresse_pre_dencun_2024::semantic__displacement__3143|estresse_pre_dencun_2024::semantic__displacement__3144,2,,0,,1,semantic_event_roles_only
estresse_pre_dencun_2024,0x95ac7b7039878fc78026bf57ca2aace3abaf6d7988479c6e87e6b5cb1af4ad4d,attacker_front|victim,displacement,estresse_pre_dencun_2024::semantic__displacement__2082|estresse_pre_dencun_2024::semantic__displacement__2085,2,,0,,1,semantic_event_roles_only
estresse_pre_dencun_2024,0x96e84530f8b0470600c0b8ee0ab5aefa7a57f2f97192837cde3df85b6ec6d41c,attacker_front|victim,displacement,estresse_pre_dencun_2024::semantic__displacement__6948|estresse_pre_dencun_2024::semantic__displacement__6949,2,,0,,1,semantic_event_roles_only
estresse_pre_dencun_2024,0x97a1b345cbbf5c55b625778aef824bfc423e3877b7c2098fae32d5e9d20df610,attacker_front|victim,displacement,estresse_pre_dencun_2024::semantic__displacement__343|estresse_pre_dencun_2024::semantic__displacement__344,2,,0,,1,semantic_event_roles_only
estresse_pre_dencun_2024,0x9926b6464481c0f38022b5363fdaa02c41414a8bef629d74c8126199f8369319,attacker_front|victim,displacement,estresse_pre_dencun_2024::semantic__displacement__2170|estresse_pre_dencun_2024::semantic__displacement__2173,2,,0,,1,semantic_event_roles_only
estresse_pre_dencun_2024,0x9c38e2c2ff1b5f974b7b3c9af56c85371c67b725dea4dc1cbf94204c0614cc80,attacker_front|victim,displacement,estresse_pre_dencun_2024::semantic__displacement__2238|estresse_pre_dencun_2024::semantic__displacement__2239,2,,0,,1,semantic_event_roles_only
estresse_pre_dencun_2024,0x9e09cdb51a86fe64cb321d223d507fab29f8ac065ba8a944436525677424340e,attacker_front|victim,displacement,estresse_pre_dencun_2024::semantic__displacement__6935|estresse_pre_dencun_2024::semantic__displacement__6936,2,,0,,1,semantic_event_roles_only
estresse_pre_dencun_2024,0x9fbe0fa064be8a4a558c96a95928af71cd47f535a261a03c86a7c20ea71f14ac,attacker_front|victim,displacement,estresse_pre_dencun_2024::semantic__displacement__2015|estresse_pre_dencun_2024::semantic__displacement__2018,2,,0,,1,semantic_event_roles_only
estresse_pre_dencun_2024,0xa5fe320db23a18305608023ab94050f30431582a2ea24b6461a719e36d26a44e,attacker_front|victim,displacement,estresse_pre_dencun_2024::semantic__displacement__2100|estresse_pre_dencun_2024::semantic__displacement__2103,2,,0,,1,semantic_event_roles_only
estresse_pre_dencun_2024,0xa706c0f4fc1cb5ae42f4da432a530bf2e57513dd9ec02ae4163f0a5d4aaa1688,attacker_front|victim,displacement,estresse_pre_dencun_2024::semantic__displacement__7613|estresse_pre_dencun_2024::semantic__displacement__7615,2,,0,,1,semantic_event_roles_only
estresse_pre_dencun_2024,0xab1ed100dbd65fe572f76169cfec745cfdf9118fede9987626686b7da3f9cafb,attacker_front|victim,displacement,estresse_pre_dencun_2024::semantic__displacement__166|estresse_pre_dencun_2024::semantic__displacement__167,2,,0,,1,semantic_event_roles_only
estresse_pre_dencun_2024,0xac02785804fc47370ecd851068867e9d498b015fd9581000d72890ffd91b454d,attacker_front|victim,displacement,estresse_pre_dencun_2024::semantic__displacement__5668|estresse_pre_dencun_2024::semantic__displacement__5669,2,,0,,1,semantic_event_roles_only
estresse_pre_dencun_2024,0xb2fc5e9435be0cf5b8deef71fdd70a2e7f7ac104fd79c406691edcee0b934634,attacker_front|victim,displacement,estresse_pre_dencun_2024::semantic__displacement__8526|estresse_pre_dencun_2024::semantic__displacement__8529,2,,0,,1,semantic_event_roles_only
estresse_pre_dencun_2024,0xb318663789704d6cfdc076195d5c312f1682ce2641c571c3fd7d313c55261288,attacker_front|victim,displacement,estresse_pre_dencun_2024::semantic__displacement__2390|estresse_pre_dencun_2024::semantic__displacement__2391,2,1,0,,1,semantic_event_roles_only
estresse_pre_dencun_2024,0xba620d503503580994844b94ed4245fd0a7965cf2d9d757bdde67e2bd2108efa,attacker_front|victim,displacement,estresse_pre_dencun_2024::semantic__displacement__2102|estresse_pre_dencun_2024::semantic__displacement__2106,2,,0,,1,semantic_event_roles_only
estresse_pre_dencun_2024,0xbba79cbd9fc666fa115860da6bdb80694a085abbe6a17572b19ed21f4f929b27,attacker_front|victim,displacement,estresse_pre_dencun_2024::semantic__displacement__2110|estresse_pre_dencun_2024::semantic__displacement__2111,2,,0,,1,semantic_event_roles_only
estresse_pre_dencun_2024,0xbbeb98751e5b8c08b282c197f6a80c3765e469d20687c3da64fa9a970675c68f,attacker_front|victim,displacement,estresse_pre_dencun_2024::semantic__displacement__7782|estresse_pre_dencun_2024::semantic__displacement__7783,2,1,0,,1,semantic_event_roles_only
estresse_pre_dencun_2024,0xc0f3d91f336e3e453a16c070cbd5685f6f8399a817e1fa1f92074725e0cf325b,attacker_front|victim,displacement,estresse_pre_dencun_2024::semantic__displacement__6952|estresse_pre_dencun_2024::semantic__displacement__6954,2,,0,,1,semantic_event_roles_only
estresse_pre_dencun_2024,0xc775896e9eff442cc85f990010e8e379211a70df63518716c9fecd375f0d7747,attacker_front|victim,displacement,estresse_pre_dencun_2024::semantic__displacement__5056|estresse_pre_dencun_2024::semantic__displacement__5057,2,,0,,1,semantic_event_roles_only
estresse_pre_dencun_2024,0xc792cc25b6bfb999535b2b73b8b95b62443635c0af2c33c41e8690f5b1c56752,attacker_front|victim,displacement,estresse_pre_dencun_2024::semantic__displacement__7579|estresse_pre_dencun_2024::semantic__displacement__7581,2,,0,,1,semantic_event_roles_only
estresse_pre_dencun_2024,0xca06cc2e1342a8b070e9dceaadf3a1bce6ed500ef6a587d4ab30e40f40ff8eaa,attacker_front|victim,displacement,estresse_pre_dencun_2024::semantic__displacement__921|estresse_pre_dencun_2024::semantic__displacement__922,2,,0,,1,semantic_event_roles_only
estresse_pre_dencun_2024,0xcb49c70664cab7ad24c852447b5d2364cb0f9f994d673a9e24bee7d4a9193a50,attacker_front|victim,displacement,estresse_pre_dencun_2024::semantic__displacement__2144|estresse_pre_dencun_2024::semantic__displacement__2147,2,,0,,1,semantic_event_roles_only
estresse_pre_dencun_2024,0xcbbe2040770ef2df63c598c8b407f34e31c7cece500f6a54631b5f09a43221fa,attacker_front|victim,displacement,estresse_pre_dencun_2024::semantic__displacement__445|estresse_pre_dencun_2024::semantic__displacement__447,2,,0,,1,semantic_event_roles_only
estresse_pre_dencun_2024,0xd25d969ff1804eeddb81fa6c48a932cf7f910cc1023a69a38a3aad1ff9830b06,attacker_front|victim,displacement,estresse_pre_dencun_2024::semantic__displacement__8525|estresse_pre_dencun_2024::semantic__displacement__8527,2,,0,,1,semantic_event_roles_only
estresse_pre_dencun_2024,0xd472b1d6bff2d5b35b035a7455f5c201af666647d308520408cb042014aef5f5,attacker_front|victim,displacement,estresse_pre_dencun_2024::semantic__displacement__4201|estresse_pre_dencun_2024::semantic__displacement__4202,2,,0,,1,semantic_event_roles_only
estresse_pre_dencun_2024,0xd48d94f00a81e0dd90b90e02a7127b81963df9ce2429ba766eeffc5f7286ace1,attacker_front|victim,displacement,estresse_pre_dencun_2024::semantic__displacement__9159|estresse_pre_dencun_2024::semantic__displacement__9161,2,,0,,1,semantic_event_roles_only
estresse_pre_dencun_2024,0xd4c2c06fec11d18fb1e393332d2d2ff5cd774a1f4c57ef4e0e0e8a90e3ab1c96,attacker_front|victim,displacement,estresse_pre_dencun_2024::semantic__displacement__9434|estresse_pre_dencun_2024::semantic__displacement__9436,2,,0,,1,semantic_event_roles_only
estresse_pre_dencun_2024,0xd8b8debeea90429a23c139248bf71c34f44b30f97026fa7ec5cdd95e8496bbeb,attacker_front|victim,displacement,estresse_pre_dencun_2024::semantic__displacement__3854|estresse_pre_dencun_2024::semantic__displacement__3855,2,,0,,1,semantic_event_roles_only
estresse_pre_dencun_2024,0xd99364bac7ed4d4054554b5f1e25b41c89cd31a8e9293958d5fa5b77ae3992a3,attacker_front|victim,displacement,estresse_pre_dencun_2024::semantic__displacement__7444|estresse_pre_dencun_2024::semantic__displacement__7445,2,,0,,1,semantic_event_roles_only
estresse_pre_dencun_2024,0xdbba80795888add5025b8ca1a9b3905bebf80f8ee4a8ddd136d418451db4d074,attacker_front|victim,displacement,estresse_pre_dencun_2024::semantic__displacement__2120|estresse_pre_dencun_2024::semantic__displacement__2123,2,,0,,1,semantic_event_roles_only
estresse_pre_dencun_2024,0xe369947def7b02afccc1df7f5559863694edb09b973254583d6672a36fb08b6a,attacker_front|victim,displacement,estresse_pre_dencun_2024::semantic__displacement__8524|estresse_pre_dencun_2024::semantic__displacement__8525,2,,0,,1,semantic_event_roles_only
estresse_pre_dencun_2024,0xe3bd8d83957413ccb1905e58ca3a6ebfa8069ac8df9af8e2c82070af73afe9cb,attacker_front|victim,displacement,estresse_pre_dencun_2024::semantic__displacement__3167|estresse_pre_dencun_2024::semantic__displacement__3168,2,,0,,1,semantic_event_roles_only
estresse_pre_dencun_2024,0xeca31f7b884d65866bc8a286b0c060828aa33c64871fda6849149ec19469861e,attacker_front|victim,displacement,estresse_pre_dencun_2024::semantic__displacement__2158|estresse_pre_dencun_2024::semantic__displacement__2159,2,,0,,1,semantic_event_roles_only
estresse_pre_dencun_2024,0xef3b1e18518fc6c3893fd663a9f9855e240581d667ae3ef29f8cd43159b108a6,attacker_front|victim,displacement,estresse_pre_dencun_2024::semantic__displacement__918|estresse_pre_dencun_2024::semantic__displacement__922,2,,0,,1,semantic_event_roles_only
estresse_pre_dencun_2024,0xf45b041cee735c170fb249f065e08c712de3178bec893df16e351d5d8aafedb9,attacker_front|victim,displacement,estresse_pre_dencun_2024::semantic__displacement__666|estresse_pre_dencun_2024::semantic__displacement__668,2,,0,,1,semantic_event_roles_only
estresse_pre_dencun_2024,0xf4ca3e864ba8c44820f9aa551e1561133ce385e8d250e5106eba5542d1fa1ba9,attacker_front|victim,displacement,estresse_pre_dencun_2024::semantic__displacement__1310|estresse_pre_dencun_2024::semantic__displacement__1311,2,,0,,1,semantic_event_roles_only
estresse_pre_dencun_2024,0xf5a3bffd458688fe43e7aeefff2c6901db7d0ef5e3e9634a69769840c99c2f72,attacker_front|victim,displacement,estresse_pre_dencun_2024::semantic__displacement__7231|estresse_pre_dencun_2024::semantic__displacement__7232,2,,0,,1,semantic_event_roles_only
estresse_pre_dencun_2024,0xf8fb7c976edc383a4ccb6beb2210cb8ad265a563ab0d61dbb661273c1f64795b,attacker_front|victim,displacement,estresse_pre_dencun_2024::semantic__displacement__6967|estresse_pre_dencun_2024::semantic__displacement__6969,2,,0,,1,semantic_event_roles_only
estresse_pre_dencun_2024,0xfd38ce1b2dbab753a7d4606627a6cea0d7718b8c228bcf0f0623bee7463aa15f,attacker_front|victim,displacement,estresse_pre_dencun_2024::semantic__displacement__7601|estresse_pre_dencun_2024::semantic__displacement__7603,2,,0,,1,semantic_event_roles_only
