audit_id,detection_event_id,detector,saved_label,recomputed_label,validation_result,issues
semantic__insertion__151,151,insertion,confirmado,confirmado,valid,
semantic__insertion__172,172,insertion,confirmado,confirmado,valid,
semantic__insertion__173,173,insertion,confirmado,confirmado,valid,
semantic__insertion__187,187,insertion,confirmado,confirmado,valid,
semantic__insertion__209,209,insertion,confirmado,confirmado,valid,
semantic__insertion__239,239,insertion,confirmado,confirmado,valid,
semantic__insertion__286,286,insertion,confirmado,confirmado,valid,
semantic__insertion__466,466,insertion,confirmado,confirmado,valid,
semantic__insertion__522,522,insertion,confirmado,confirmado,valid,
semantic__insertion__762,762,insertion,confirmado,confirmado,valid,
semantic__insertion__804,804,insertion,confirmado,confirmado,valid,
semantic__insertion__806,806,insertion,confirmado,confirmado,valid,
semantic__insertion__823,823,insertion,confirmado,confirmado,valid,
semantic__insertion__1073,1073,insertion,confirmado,confirmado,valid,
semantic__insertion__1179,1179,insertion,confirmado,confirmado,valid,
semantic__insertion__1264,1264,insertion,confirmado,confirmado,valid,
semantic__insertion__1269,1269,insertion,confirmado,confirmado,valid,
semantic__insertion__1331,1331,insertion,confirmado,confirmado,valid,
semantic__insertion__1362,1362,insertion,confirmado,confirmado,valid,
semantic__insertion__1371,1371,insertion,confirmado,confirmado,valid,
semantic__insertion__1413,1413,insertion,confirmado,confirmado,valid,
semantic__insertion__1424,1424,insertion,confirmado,confirmado,valid,
semantic__insertion__1574,1574,insertion,confirmado,confirmado,valid,
semantic__insertion__1618,1618,insertion,confirmado,confirmado,valid,
semantic__insertion__1785,1785,insertion,confirmado,confirmado,valid,
semantic__insertion__1797,1797,insertion,confirmado,confirmado,valid,
semantic__insertion__1843,1843,insertion,confirmado,confirmado,valid,
semantic__insertion__1890,1890,insertion,confirmado,confirmado,valid,
semantic__insertion__1918,1918,insertion,confirmado,confirmado,valid,
semantic__insertion__1934,1934,insertion,confirmado,confirmado,valid,
semantic__insertion__2107,2107,insertion,confirmado,confirmado,valid,
semantic__insertion__2128,2128,insertion,confirmado,confirmado,valid,
semantic__insertion__2238,2238,insertion,confirmado,confirmado,valid,
semantic__insertion__2312,2312,insertion,confirmado,confirmado,valid,
semantic__insertion__2379,2379,insertion,confirmado,confirmado,valid,
semantic__insertion__2478,2478,insertion,confirmado,confirmado,valid,
semantic__insertion__2633,2633,insertion,confirmado,confirmado,valid,
semantic__insertion__2650,2650,insertion,confirmado,confirmado,valid,
semantic__insertion__2659,2659,insertion,confirmado,confirmado,valid,
semantic__insertion__2802,2802,insertion,confirmado,confirmado,valid,
semantic__insertion__2826,2826,insertion,confirmado,confirmado,valid,
semantic__insertion__2897,2897,insertion,confirmado,confirmado,valid,
semantic__insertion__2966,2966,insertion,confirmado,confirmado,valid,
semantic__insertion__2992,2992,insertion,confirmado,confirmado,valid,
semantic__insertion__3085,3085,insertion,confirmado,confirmado,valid,
semantic__insertion__3436,3436,insertion,confirmado,confirmado,valid,
semantic__insertion__3635,3635,insertion,confirmado,confirmado,valid,
semantic__insertion__3910,3910,insertion,confirmado,confirmado,valid,
semantic__insertion__3939,3939,insertion,confirmado,confirmado,valid,
semantic__insertion__4000,4000,insertion,confirmado,confirmado,valid,
semantic__insertion__4022,4022,insertion,confirmado,confirmado,valid,
semantic__insertion__4207,4207,insertion,confirmado,confirmado,valid,
semantic__insertion__4212,4212,insertion,confirmado,confirmado,valid,
semantic__insertion__4237,4237,insertion,confirmado,confirmado,valid,
semantic__insertion__4238,4238,insertion,confirmado,confirmado,valid,
semantic__insertion__4385,4385,insertion,confirmado,confirmado,valid,
semantic__insertion__4391,4391,insertion,confirmado,confirmado,valid,
semantic__insertion__4636,4636,insertion,confirmado,confirmado,valid,
semantic__insertion__4650,4650,insertion,confirmado,confirmado,valid,
semantic__insertion__4691,4691,insertion,confirmado,confirmado,valid,
semantic__insertion__4832,4832,insertion,confirmado,confirmado,valid,
semantic__insertion__4837,4837,insertion,confirmado,confirmado,valid,
semantic__insertion__4894,4894,insertion,confirmado,confirmado,valid,
semantic__insertion__4989,4989,insertion,confirmado,confirmado,valid,
semantic__insertion__5107,5107,insertion,confirmado,confirmado,valid,
semantic__insertion__5253,5253,insertion,confirmado,confirmado,valid,
semantic__insertion__5308,5308,insertion,confirmado,confirmado,valid,
semantic__insertion__5365,5365,insertion,confirmado,confirmado,valid,
semantic__insertion__5539,5539,insertion,confirmado,confirmado,valid,
semantic__insertion__5540,5540,insertion,confirmado,confirmado,valid,
semantic__insertion__5558,5558,insertion,confirmado,confirmado,valid,
semantic__insertion__5725,5725,insertion,confirmado,confirmado,valid,
semantic__insertion__5951,5951,insertion,confirmado,confirmado,valid,
semantic__insertion__6095,6095,insertion,confirmado,confirmado,valid,
semantic__insertion__6250,6250,insertion,confirmado,confirmado,valid,
semantic__insertion__6593,6593,insertion,confirmado,confirmado,valid,
semantic__insertion__6819,6819,insertion,confirmado,confirmado,valid,
semantic__insertion__6865,6865,insertion,confirmado,confirmado,valid,
semantic__insertion__6981,6981,insertion,confirmado,confirmado,valid,
semantic__insertion__7198,7198,insertion,confirmado,confirmado,valid,
semantic__insertion__7353,7353,insertion,confirmado,confirmado,valid,
semantic__insertion__7379,7379,insertion,confirmado,confirmado,valid,
semantic__insertion__7582,7582,insertion,confirmado,confirmado,valid,
semantic__insertion__7661,7661,insertion,confirmado,confirmado,valid,
semantic__insertion__7730,7730,insertion,confirmado,confirmado,valid,
semantic__insertion__8131,8131,insertion,confirmado,confirmado,valid,
semantic__insertion__8463,8463,insertion,confirmado,confirmado,valid,
semantic__insertion__8573,8573,insertion,confirmado,confirmado,valid,
semantic__insertion__9114,9114,insertion,confirmado,confirmado,valid,
semantic__insertion__9328,9328,insertion,confirmado,confirmado,valid,
semantic__insertion__9354,9354,insertion,confirmado,confirmado,valid,
semantic__insertion__9501,9501,insertion,confirmado,confirmado,valid,
semantic__insertion__9898,9898,insertion,confirmado,confirmado,valid,
semantic__insertion__10049,10049,insertion,confirmado,confirmado,valid,
semantic__insertion__10324,10324,insertion,confirmado,confirmado,valid,
semantic__insertion__10415,10415,insertion,confirmado,confirmado,valid,
semantic__insertion__10563,10563,insertion,confirmado,confirmado,valid,
semantic__insertion__10629,10629,insertion,confirmado,confirmado,valid,
semantic__insertion__10766,10766,insertion,confirmado,confirmado,valid,
semantic__insertion__10775,10775,insertion,confirmado,confirmado,valid,
semantic__insertion__10808,10808,insertion,confirmado,confirmado,valid,
semantic__insertion__10829,10829,insertion,confirmado,confirmado,valid,
semantic__insertion__10894,10894,insertion,confirmado,confirmado,valid,
semantic__insertion__11119,11119,insertion,confirmado,confirmado,valid,
semantic__insertion__11186,11186,insertion,confirmado,confirmado,valid,
semantic__insertion__11533,11533,insertion,confirmado,confirmado,valid,
semantic__insertion__11687,11687,insertion,confirmado,confirmado,valid,
semantic__insertion__11738,11738,insertion,confirmado,confirmado,valid,
semantic__insertion__12081,12081,insertion,confirmado,confirmado,valid,
semantic__insertion__12363,12363,insertion,confirmado,confirmado,valid,
semantic__insertion__12404,12404,insertion,confirmado,confirmado,valid,
semantic__insertion__13052,13052,insertion,confirmado,confirmado,valid,
semantic__insertion__13281,13281,insertion,confirmado,confirmado,valid,
semantic__insertion__13362,13362,insertion,confirmado,confirmado,valid,
semantic__insertion__13460,13460,insertion,confirmado,confirmado,valid,
semantic__insertion__13481,13481,insertion,confirmado,confirmado,valid,
semantic__insertion__13539,13539,insertion,confirmado,confirmado,valid,
semantic__insertion__13561,13561,insertion,confirmado,confirmado,valid,
semantic__insertion__13571,13571,insertion,confirmado,confirmado,valid,
semantic__insertion__13814,13814,insertion,confirmado,confirmado,valid,
semantic__insertion__13931,13931,insertion,confirmado,confirmado,valid,
semantic__insertion__13939,13939,insertion,confirmado,confirmado,valid,
semantic__insertion__14084,14084,insertion,confirmado,confirmado,valid,
semantic__insertion__14130,14130,insertion,confirmado,confirmado,valid,
semantic__insertion__14436,14436,insertion,confirmado,confirmado,valid,
semantic__insertion__14558,14558,insertion,confirmado,confirmado,valid,
semantic__insertion__14559,14559,insertion,confirmado,confirmado,valid,
semantic__insertion__14833,14833,insertion,confirmado,confirmado,valid,
semantic__insertion__14908,14908,insertion,confirmado,confirmado,valid,
semantic__insertion__14916,14916,insertion,confirmado,confirmado,valid,
semantic__insertion__15087,15087,insertion,confirmado,confirmado,valid,
semantic__insertion__15308,15308,insertion,confirmado,confirmado,valid,
semantic__insertion__15339,15339,insertion,confirmado,confirmado,valid,
semantic__insertion__15513,15513,insertion,confirmado,confirmado,valid,
semantic__insertion__16042,16042,insertion,confirmado,confirmado,valid,
semantic__insertion__16216,16216,insertion,confirmado,confirmado,valid,
semantic__insertion__16333,16333,insertion,confirmado,confirmado,valid,
semantic__insertion__16711,16711,insertion,confirmado,confirmado,valid,
semantic__insertion__16784,16784,insertion,confirmado,confirmado,valid,
semantic__insertion__17067,17067,insertion,confirmado,confirmado,valid,
semantic__insertion__17072,17072,insertion,confirmado,confirmado,valid,
semantic__insertion__17532,17532,insertion,confirmado,confirmado,valid,
semantic__insertion__17763,17763,insertion,confirmado,confirmado,valid,
semantic__insertion__17970,17970,insertion,confirmado,confirmado,valid,
semantic__insertion__17999,17999,insertion,confirmado,confirmado,valid,
semantic__insertion__18254,18254,insertion,confirmado,confirmado,valid,
semantic__insertion__18360,18360,insertion,confirmado,confirmado,valid,
semantic__insertion__18387,18387,insertion,confirmado,confirmado,valid,
semantic__insertion__18398,18398,insertion,confirmado,confirmado,valid,
semantic__insertion__18440,18440,insertion,confirmado,confirmado,valid,
semantic__insertion__18553,18553,insertion,confirmado,confirmado,valid,
semantic__insertion__18568,18568,insertion,confirmado,confirmado,valid,
semantic__insertion__18831,18831,insertion,confirmado,confirmado,valid,
semantic__insertion__18841,18841,insertion,confirmado,confirmado,valid,
semantic__insertion__18843,18843,insertion,confirmado,confirmado,valid,
semantic__insertion__18876,18876,insertion,confirmado,confirmado,valid,
semantic__insertion__18897,18897,insertion,confirmado,confirmado,valid,
semantic__insertion__18930,18930,insertion,confirmado,confirmado,valid,
semantic__insertion__19049,19049,insertion,confirmado,confirmado,valid,
semantic__insertion__19079,19079,insertion,confirmado,confirmado,valid,
semantic__insertion__19166,19166,insertion,confirmado,confirmado,valid,
semantic__insertion__19228,19228,insertion,confirmado,confirmado,valid,
semantic__insertion__19391,19391,insertion,confirmado,confirmado,valid,
semantic__insertion__19429,19429,insertion,confirmado,confirmado,valid,
semantic__insertion__19430,19430,insertion,confirmado,confirmado,valid,
semantic__insertion__19570,19570,insertion,confirmado,confirmado,valid,
semantic__insertion__19665,19665,insertion,confirmado,confirmado,valid,
semantic__insertion__19669,19669,insertion,confirmado,confirmado,valid,
semantic__insertion__19695,19695,insertion,confirmado,confirmado,valid,
semantic__insertion__19707,19707,insertion,confirmado,confirmado,valid,
semantic__insertion__19721,19721,insertion,confirmado,confirmado,valid,
semantic__insertion__19854,19854,insertion,confirmado,confirmado,valid,
semantic__insertion__19889,19889,insertion,confirmado,confirmado,valid,
semantic__insertion__19988,19988,insertion,confirmado,confirmado,valid,
semantic__insertion__20027,20027,insertion,confirmado,confirmado,valid,
semantic__insertion__20074,20074,insertion,confirmado,confirmado,valid,
semantic__insertion__20081,20081,insertion,confirmado,confirmado,valid,
semantic__insertion__20089,20089,insertion,confirmado,confirmado,valid,
semantic__insertion__20152,20152,insertion,confirmado,confirmado,valid,
semantic__insertion__20201,20201,insertion,confirmado,confirmado,valid,
semantic__insertion__20351,20351,insertion,confirmado,confirmado,valid,
semantic__insertion__20407,20407,insertion,confirmado,confirmado,valid,
semantic__insertion__20418,20418,insertion,confirmado,confirmado,valid,
semantic__insertion__20458,20458,insertion,confirmado,confirmado,valid,
semantic__insertion__20476,20476,insertion,confirmado,confirmado,valid,
semantic__insertion__20544,20544,insertion,confirmado,confirmado,valid,
semantic__insertion__20581,20581,insertion,confirmado,confirmado,valid,
semantic__insertion__20717,20717,insertion,confirmado,confirmado,valid,
semantic__insertion__20748,20748,insertion,confirmado,confirmado,valid,
semantic__insertion__20766,20766,insertion,confirmado,confirmado,valid,
semantic__insertion__20880,20880,insertion,confirmado,confirmado,valid,
semantic__insertion__20883,20883,insertion,confirmado,confirmado,valid,
semantic__insertion__20922,20922,insertion,confirmado,confirmado,valid,
semantic__insertion__21040,21040,insertion,confirmado,confirmado,valid,
semantic__insertion__21127,21127,insertion,confirmado,confirmado,valid,
semantic__insertion__21234,21234,insertion,confirmado,confirmado,valid,
semantic__insertion__21299,21299,insertion,confirmado,confirmado,valid,
semantic__insertion__21300,21300,insertion,confirmado,confirmado,valid,
semantic__insertion__21322,21322,insertion,confirmado,confirmado,valid,
semantic__insertion__21348,21348,insertion,confirmado,confirmado,valid,
semantic__insertion__21385,21385,insertion,confirmado,confirmado,valid,
semantic__insertion__21407,21407,insertion,confirmado,confirmado,valid,
semantic__insertion__21510,21510,insertion,confirmado,confirmado,valid,
semantic__insertion__21620,21620,insertion,confirmado,confirmado,valid,
semantic__insertion__21647,21647,insertion,confirmado,confirmado,valid,
semantic__insertion__21702,21702,insertion,confirmado,confirmado,valid,
semantic__insertion__21754,21754,insertion,confirmado,confirmado,valid,
semantic__insertion__21772,21772,insertion,confirmado,confirmado,valid,
semantic__insertion__21778,21778,insertion,confirmado,confirmado,valid,
semantic__insertion__21998,21998,insertion,confirmado,confirmado,valid,
semantic__insertion__22018,22018,insertion,confirmado,confirmado,valid,
semantic__insertion__22206,22206,insertion,confirmado,confirmado,valid,
semantic__insertion__22369,22369,insertion,confirmado,confirmado,valid,
semantic__insertion__22412,22412,insertion,confirmado,confirmado,valid,
semantic__insertion__22444,22444,insertion,confirmado,confirmado,valid,
semantic__insertion__22451,22451,insertion,confirmado,confirmado,valid,
semantic__insertion__22499,22499,insertion,confirmado,confirmado,valid,
semantic__insertion__22522,22522,insertion,confirmado,confirmado,valid,
semantic__insertion__22776,22776,insertion,confirmado,confirmado,valid,
semantic__insertion__22787,22787,insertion,confirmado,confirmado,valid,
semantic__insertion__22813,22813,insertion,confirmado,confirmado,valid,
semantic__insertion__22871,22871,insertion,confirmado,confirmado,valid,
semantic__insertion__22905,22905,insertion,confirmado,confirmado,valid,
semantic__insertion__23055,23055,insertion,confirmado,confirmado,valid,
semantic__insertion__23069,23069,insertion,confirmado,confirmado,valid,
semantic__insertion__23093,23093,insertion,confirmado,confirmado,valid,
semantic__insertion__23101,23101,insertion,confirmado,confirmado,valid,
semantic__insertion__23525,23525,insertion,confirmado,confirmado,valid,
semantic__insertion__23549,23549,insertion,confirmado,confirmado,valid,
semantic__insertion__23558,23558,insertion,confirmado,confirmado,valid,
semantic__insertion__23727,23727,insertion,confirmado,confirmado,valid,
semantic__insertion__23839,23839,insertion,confirmado,confirmado,valid,
semantic__insertion__24086,24086,insertion,confirmado,confirmado,valid,
semantic__insertion__24216,24216,insertion,confirmado,confirmado,valid,
semantic__insertion__24468,24468,insertion,confirmado,confirmado,valid,
semantic__insertion__24500,24500,insertion,confirmado,confirmado,valid,
semantic__insertion__24628,24628,insertion,confirmado,confirmado,valid,
semantic__insertion__24643,24643,insertion,confirmado,confirmado,valid,
semantic__insertion__24890,24890,insertion,confirmado,confirmado,valid,
semantic__insertion__25027,25027,insertion,confirmado,confirmado,valid,
semantic__insertion__25127,25127,insertion,confirmado,confirmado,valid,
semantic__insertion__25128,25128,insertion,confirmado,confirmado,valid,
semantic__insertion__25205,25205,insertion,confirmado,confirmado,valid,
semantic__insertion__25221,25221,insertion,confirmado,confirmado,valid,
semantic__insertion__25271,25271,insertion,confirmado,confirmado,valid,
semantic__insertion__25924,25924,insertion,confirmado,confirmado,valid,
semantic__insertion__26304,26304,insertion,confirmado,confirmado,valid,
semantic__insertion__26429,26429,insertion,confirmado,confirmado,valid,
semantic__insertion__26535,26535,insertion,confirmado,confirmado,valid,
semantic__insertion__26541,26541,insertion,confirmado,confirmado,valid,
semantic__insertion__27037,27037,insertion,confirmado,confirmado,valid,
semantic__insertion__27126,27126,insertion,confirmado,confirmado,valid,
semantic__insertion__27413,27413,insertion,confirmado,confirmado,valid,
semantic__insertion__27416,27416,insertion,confirmado,confirmado,valid,
semantic__insertion__27564,27564,insertion,confirmado,confirmado,valid,
semantic__insertion__27632,27632,insertion,confirmado,confirmado,valid,
semantic__insertion__27840,27840,insertion,confirmado,confirmado,valid,
semantic__insertion__27953,27953,insertion,confirmado,confirmado,valid,
semantic__insertion__28249,28249,insertion,confirmado,confirmado,valid,
semantic__insertion__28758,28758,insertion,confirmado,confirmado,valid,
semantic__insertion__28769,28769,insertion,confirmado,confirmado,valid,
semantic__insertion__29183,29183,insertion,confirmado,confirmado,valid,
semantic__insertion__29401,29401,insertion,confirmado,confirmado,valid,
semantic__insertion__30524,30524,insertion,confirmado,confirmado,valid,
semantic__insertion__30575,30575,insertion,confirmado,confirmado,valid,
semantic__insertion__30742,30742,insertion,confirmado,confirmado,valid,
semantic__insertion__31442,31442,insertion,confirmado,confirmado,valid,
semantic__insertion__31497,31497,insertion,confirmado,confirmado,valid,
semantic__insertion__32514,32514,insertion,confirmado,confirmado,valid,
semantic__insertion__32589,32589,insertion,confirmado,confirmado,valid,
semantic__insertion__32611,32611,insertion,confirmado,confirmado,valid,
semantic__insertion__33134,33134,insertion,confirmado,confirmado,valid,
semantic__insertion__33587,33587,insertion,confirmado,confirmado,valid,
semantic__insertion__33660,33660,insertion,confirmado,confirmado,valid,
semantic__insertion__33835,33835,insertion,confirmado,confirmado,valid,
semantic__insertion__33983,33983,insertion,confirmado,confirmado,valid,
semantic__insertion__34246,34246,insertion,confirmado,confirmado,valid,
semantic__insertion__34420,34420,insertion,confirmado,confirmado,valid,
semantic__insertion__34918,34918,insertion,confirmado,confirmado,valid,
semantic__insertion__35040,35040,insertion,confirmado,confirmado,valid,
semantic__insertion__35295,35295,insertion,confirmado,confirmado,valid,
semantic__insertion__35297,35297,insertion,confirmado,confirmado,valid,
semantic__insertion__35316,35316,insertion,confirmado,confirmado,valid,
semantic__insertion__35341,35341,insertion,confirmado,confirmado,valid,
semantic__insertion__35505,35505,insertion,confirmado,confirmado,valid,
semantic__insertion__35508,35508,insertion,confirmado,confirmado,valid,
semantic__insertion__35517,35517,insertion,confirmado,confirmado,valid,
semantic__insertion__35635,35635,insertion,confirmado,confirmado,valid,
semantic__insertion__35933,35933,insertion,confirmado,confirmado,valid,
semantic__insertion__36450,36450,insertion,confirmado,confirmado,valid,
semantic__insertion__36480,36480,insertion,confirmado,confirmado,valid,
semantic__insertion__36532,36532,insertion,confirmado,confirmado,valid,
semantic__insertion__36773,36773,insertion,confirmado,confirmado,valid,
semantic__insertion__37005,37005,insertion,confirmado,confirmado,valid,
semantic__insertion__37079,37079,insertion,confirmado,confirmado,valid,
semantic__insertion__37128,37128,insertion,confirmado,confirmado,valid,
semantic__insertion__37304,37304,insertion,confirmado,confirmado,valid,
semantic__insertion__37314,37314,insertion,confirmado,confirmado,valid,
semantic__insertion__37332,37332,insertion,confirmado,confirmado,valid,
semantic__insertion__37412,37412,insertion,confirmado,confirmado,valid,
semantic__insertion__37608,37608,insertion,confirmado,confirmado,valid,
semantic__insertion__37869,37869,insertion,confirmado,confirmado,valid,
semantic__insertion__37902,37902,insertion,confirmado,confirmado,valid,
semantic__insertion__38244,38244,insertion,confirmado,confirmado,valid,
semantic__insertion__38258,38258,insertion,confirmado,confirmado,valid,
semantic__insertion__38308,38308,insertion,confirmado,confirmado,valid,
semantic__insertion__38324,38324,insertion,confirmado,confirmado,valid,
semantic__insertion__38465,38465,insertion,confirmado,confirmado,valid,
semantic__insertion__38720,38720,insertion,confirmado,confirmado,valid,
semantic__insertion__38731,38731,insertion,confirmado,confirmado,valid,
semantic__insertion__38737,38737,insertion,confirmado,confirmado,valid,
semantic__insertion__38939,38939,insertion,confirmado,confirmado,valid,
semantic__insertion__38965,38965,insertion,confirmado,confirmado,valid,
semantic__insertion__39003,39003,insertion,confirmado,confirmado,valid,
semantic__insertion__39107,39107,insertion,confirmado,confirmado,valid,
semantic__insertion__39156,39156,insertion,confirmado,confirmado,valid,
semantic__insertion__39282,39282,insertion,confirmado,confirmado,valid,
semantic__insertion__39544,39544,insertion,confirmado,confirmado,valid,
semantic__insertion__39770,39770,insertion,confirmado,confirmado,valid,
semantic__insertion__40000,40000,insertion,confirmado,confirmado,valid,
semantic__insertion__40251,40251,insertion,confirmado,confirmado,valid,
semantic__insertion__40340,40340,insertion,confirmado,confirmado,valid,
semantic__insertion__40441,40441,insertion,confirmado,confirmado,valid,
semantic__insertion__40767,40767,insertion,confirmado,confirmado,valid,
semantic__insertion__40778,40778,insertion,confirmado,confirmado,valid,
semantic__insertion__40893,40893,insertion,confirmado,confirmado,valid,
semantic__insertion__41056,41056,insertion,confirmado,confirmado,valid,
semantic__insertion__41173,41173,insertion,confirmado,confirmado,valid,
semantic__insertion__41521,41521,insertion,confirmado,confirmado,valid,
semantic__insertion__222,222,insertion,confirmado,confirmado,valid,
semantic__insertion__747,747,insertion,confirmado,confirmado,valid,
semantic__insertion__933,933,insertion,confirmado,confirmado,valid,
semantic__insertion__953,953,insertion,confirmado,confirmado,valid,
semantic__insertion__1030,1030,insertion,confirmado,confirmado,valid,
semantic__insertion__1375,1375,insertion,confirmado,confirmado,valid,
semantic__insertion__1418,1418,insertion,confirmado,confirmado,valid,
semantic__insertion__1549,1549,insertion,confirmado,confirmado,valid,
semantic__insertion__1577,1577,insertion,confirmado,confirmado,valid,
semantic__insertion__1763,1763,insertion,confirmado,confirmado,valid,
semantic__insertion__1877,1877,insertion,confirmado,confirmado,valid,
semantic__insertion__1949,1949,insertion,confirmado,confirmado,valid,
semantic__insertion__1953,1953,insertion,confirmado,confirmado,valid,
semantic__insertion__1964,1964,insertion,confirmado,confirmado,valid,
semantic__insertion__1976,1976,insertion,confirmado,confirmado,valid,
semantic__insertion__1985,1985,insertion,confirmado,confirmado,valid,
semantic__insertion__3105,3105,insertion,confirmado,confirmado,valid,
semantic__insertion__3115,3115,insertion,confirmado,confirmado,valid,
semantic__insertion__3229,3229,insertion,confirmado,confirmado,valid,
semantic__insertion__3242,3242,insertion,confirmado,confirmado,valid,
semantic__insertion__3408,3408,insertion,confirmado,confirmado,valid,
semantic__insertion__3416,3416,insertion,confirmado,confirmado,valid,
semantic__insertion__3758,3758,insertion,confirmado,confirmado,valid,
semantic__insertion__4001,4001,insertion,confirmado,confirmado,valid,
semantic__insertion__4485,4485,insertion,confirmado,confirmado,valid,
semantic__insertion__4712,4712,insertion,confirmado,confirmado,valid,
semantic__insertion__4875,4875,insertion,confirmado,confirmado,valid,
semantic__insertion__4885,4885,insertion,confirmado,confirmado,valid,
semantic__insertion__4888,4888,insertion,confirmado,confirmado,valid,
semantic__insertion__4930,4930,insertion,confirmado,confirmado,valid,
semantic__insertion__5202,5202,insertion,confirmado,confirmado,valid,
semantic__insertion__5211,5211,insertion,confirmado,confirmado,valid,
semantic__insertion__5302,5302,insertion,confirmado,confirmado,valid,
semantic__insertion__5313,5313,insertion,confirmado,confirmado,valid,
semantic__insertion__5356,5356,insertion,confirmado,confirmado,valid,
semantic__insertion__5472,5472,insertion,confirmado,confirmado,valid,
semantic__insertion__5689,5689,insertion,confirmado,confirmado,valid,
semantic__insertion__5696,5696,insertion,confirmado,confirmado,valid,
semantic__insertion__5775,5775,insertion,confirmado,confirmado,valid,
semantic__insertion__5797,5797,insertion,confirmado,confirmado,valid,
semantic__insertion__6131,6131,insertion,confirmado,confirmado,valid,
semantic__insertion__6206,6206,insertion,confirmado,confirmado,valid,
semantic__insertion__6222,6222,insertion,confirmado,confirmado,valid,
semantic__insertion__6259,6259,insertion,confirmado,confirmado,valid,
semantic__insertion__6847,6847,insertion,confirmado,confirmado,valid,
semantic__insertion__6863,6863,insertion,confirmado,confirmado,valid,
semantic__insertion__7476,7476,insertion,confirmado,confirmado,valid,
semantic__insertion__7492,7492,insertion,confirmado,confirmado,valid,
semantic__insertion__7598,7598,insertion,confirmado,confirmado,valid,
semantic__insertion__7869,7869,insertion,confirmado,confirmado,valid,
semantic__insertion__8039,8039,insertion,confirmado,confirmado,valid,
semantic__insertion__8299,8299,insertion,confirmado,confirmado,valid,
semantic__insertion__8536,8536,insertion,confirmado,confirmado,valid,
semantic__insertion__8718,8718,insertion,confirmado,confirmado,valid,
semantic__insertion__9232,9232,insertion,confirmado,confirmado,valid,
semantic__insertion__9244,9244,insertion,confirmado,confirmado,valid,
semantic__insertion__9245,9245,insertion,confirmado,confirmado,valid,
semantic__insertion__9246,9246,insertion,confirmado,confirmado,valid,
semantic__insertion__9329,9329,insertion,confirmado,confirmado,valid,
semantic__insertion__9356,9356,insertion,confirmado,confirmado,valid,
semantic__insertion__9526,9526,insertion,confirmado,confirmado,valid,
semantic__insertion__9835,9835,insertion,confirmado,confirmado,valid,
semantic__insertion__10179,10179,insertion,confirmado,confirmado,valid,
semantic__insertion__10209,10209,insertion,confirmado,confirmado,valid,
